#Mapping quality	mapping quality
0.0	5.9308621E7
1.0	4032275.0
2.0	4024116.0
3.0	4318772.0
4.0	3863243.0
5.0	3673215.0
6.0	3854867.0
7.0	3489725.0
8.0	3559289.0
9.0	3676523.0
10.0	3593945.0
11.0	2928390.0
12.0	3154121.0
13.0	4343863.0
14.0	2774173.0
15.0	3541318.0
16.0	3258268.0
17.0	2910105.0
18.0	3172293.0
19.0	3089444.0
20.0	5782083.0
21.0	3705330.0
22.0	3738476.0
23.0	3537960.0
24.0	4072646.0
25.0	4176258.0
26.0	3933392.0
27.0	5676350.0
28.0	3836139.0
29.0	3823840.0
30.0	8595704.0
31.0	4594538.0
32.0	4629861.0
33.0	5461659.0
34.0	4801321.0
35.0	4879868.0
36.0	5320660.0
37.0	5142868.0
38.0	4880535.0
39.0	5393867.0
40.0	1.582239E7
41.0	6063436.0
42.0	6453844.0
43.0	6713097.0
44.0	6276033.0
45.0	8681344.0
46.0	7597140.0
47.0	7479357.0
48.0	9260463.0
49.0	7274355.0
50.0	1.2051869E7
51.0	8195299.0
52.0	8509369.0
53.0	1.124884E7
54.0	8925150.0
55.0	1.0745752E7
56.0	1.1031511E7
57.0	1.0593683E7
58.0	9987384.0
59.0	9832069.0
60.0	1.915504938E9
