#Duplication rate	Coverage
1.0	5.3299233E7
2.0	5598514.0
3.0	673774.0
4.0	164884.0
5.0	50282.0
6.0	28420.0
7.0	17440.0
8.0	13142.0
9.0	10167.0
10.0	8622.0
11.0	7172.0
12.0	6114.0
13.0	5362.0
14.0	4785.0
15.0	4084.0
16.0	3757.0
17.0	3257.0
18.0	2890.0
19.0	2557.0
20.0	2245.0
21.0	1962.0
22.0	1768.0
23.0	1557.0
24.0	1417.0
25.0	1198.0
26.0	1020.0
27.0	921.0
28.0	750.0
29.0	719.0
30.0	612.0
31.0	537.0
32.0	491.0
33.0	405.0
34.0	348.0
35.0	321.0
36.0	289.0
37.0	259.0
38.0	229.0
39.0	215.0
40.0	212.0
41.0	139.0
42.0	140.0
43.0	142.0
44.0	134.0
45.0	110.0
46.0	112.0
47.0	109.0
48.0	90.0
49.0	73.0
50.0	1474.0
