#Duplication rate	Coverage
1.0	1.42297656E8
2.0	1.777339E7
3.0	3375538.0
4.0	1116489.0
5.0	465805.0
6.0	249380.0
7.0	145689.0
8.0	95303.0
9.0	65237.0
10.0	47766.0
11.0	35582.0
12.0	27653.0
13.0	21927.0
14.0	17992.0
15.0	14331.0
16.0	12234.0
17.0	10173.0
18.0	8652.0
19.0	7650.0
20.0	6586.0
21.0	5728.0
22.0	5158.0
23.0	4533.0
24.0	4207.0
25.0	3873.0
26.0	3275.0
27.0	3058.0
28.0	2756.0
29.0	2582.0
30.0	2294.0
31.0	2127.0
32.0	2087.0
33.0	1852.0
34.0	1790.0
35.0	1587.0
36.0	1461.0
37.0	1420.0
38.0	1250.0
39.0	1251.0
40.0	1173.0
41.0	1118.0
42.0	1059.0
43.0	981.0
44.0	971.0
45.0	832.0
46.0	804.0
47.0	754.0
48.0	722.0
49.0	713.0
50.0	20661.0
