#Mapping quality	mapping quality
0.0	4.02636E7
1.0	6431030.0
2.0	5661634.0
3.0	5283547.0
4.0	4849692.0
5.0	4638759.0
6.0	4563408.0
7.0	4190698.0
8.0	4287523.0
9.0	4171020.0
10.0	4320367.0
11.0	3939438.0
12.0	4065173.0
13.0	4487672.0
14.0	3900607.0
15.0	4272304.0
16.0	4177317.0
17.0	4081148.0
18.0	4189025.0
19.0	4087295.0
20.0	5529663.0
21.0	4515166.0
22.0	4595900.0
23.0	4585296.0
24.0	5010588.0
25.0	5062817.0
26.0	5133327.0
27.0	5413511.0
28.0	5239854.0
29.0	5259871.0
30.0	7798440.0
31.0	5843944.0
32.0	6046375.0
33.0	6458706.0
34.0	6369851.0
35.0	6506725.0
36.0	7231544.0
37.0	6905107.0
38.0	6902371.0
39.0	6926940.0
40.0	1.1477374E7
41.0	7636660.0
42.0	8378424.0
43.0	8152993.0
44.0	8286354.0
45.0	1.1019472E7
46.0	9373775.0
47.0	8970639.0
48.0	1.192825E7
49.0	9554686.0
50.0	1.3546831E7
51.0	1.2384721E7
52.0	1.2719399E7
53.0	1.4085134E7
54.0	1.3827537E7
55.0	1.5662674E7
56.0	1.7506579E7
57.0	1.9385947E7
58.0	2.1922286E7
59.0	2.2516421E7
60.0	2.14678025E9
61.0	1.2483997E7
62.0	5964232.0
63.0	1853337.0
64.0	398683.0
65.0	894190.0
66.0	157914.0
67.0	30289.0
68.0	12528.0
69.0	452.0
70.0	142137.0
