#Coverage (X)	Coverage
1.0	81.3252557294163
2.0	59.71906544451474
3.0	39.8297931785874
4.0	25.648613224412628
5.0	16.382925679531482
6.0	10.825483439376555
7.0	7.547106172726458
8.0	5.618060044235293
9.0	4.43060261575846
10.0	3.6545294750921897
11.0	3.1063479741929
12.0	2.692390408329416
13.0	2.3622918426445096
14.0	2.0893204901696407
15.0	1.8583616811267092
16.0	1.660415335744375
17.0	1.4885235372047703
18.0	1.3389935917207083
19.0	1.2077939900877936
20.0	1.0921663649209705
21.0	0.9896056701011133
22.0	0.898722155043302
23.0	0.8178755538950071
24.0	0.7454690404991879
25.0	0.6809789232202945
26.0	0.6234404359022818
27.0	0.5718252689588184
28.0	0.5255917226385662
29.0	0.4838766150283931
30.0	0.44626142615125275
31.0	0.4122682127998729
32.0	0.3814747255057682
33.0	0.3535632826365287
34.0	0.3283837810415804
35.0	0.30554036184422273
36.0	0.2848521979882719
37.0	0.2660349956693864
38.0	0.24891812177462214
39.0	0.23332217000644562
40.0	0.2190119337716112
41.0	0.2060063091600597
42.0	0.19401748598983204
43.0	0.18297364491155577
44.0	0.17284225055232127
45.0	0.1634537353681793
46.0	0.15476093017220194
47.0	0.14670920679459698
48.0	0.13930765809067225
49.0	0.13246919155565706
50.0	0.12610369557265244
51.0	0.12024690222152401
