#Mapping quality	mapping quality
0.0	5.8386546E7
1.0	3678299.0
2.0	3697085.0
3.0	4119000.0
4.0	3632941.0
5.0	3469204.0
6.0	3718411.0
7.0	3373271.0
8.0	3368084.0
9.0	3579947.0
10.0	3421228.0
11.0	2772003.0
12.0	2981609.0
13.0	4316837.0
14.0	2603456.0
15.0	3433128.0
16.0	3124282.0
17.0	2786669.0
18.0	3070285.0
19.0	2944190.0
20.0	5669070.0
21.0	3580411.0
22.0	3549192.0
23.0	3385933.0
24.0	3920597.0
25.0	4022733.0
26.0	3722418.0
27.0	5748281.0
28.0	3587494.0
29.0	3577045.0
30.0	7969648.0
31.0	4349058.0
32.0	4339494.0
33.0	5223158.0
34.0	4475789.0
35.0	4565777.0
36.0	4973478.0
37.0	4936937.0
38.0	4597538.0
39.0	5129492.0
40.0	1.6015535E7
41.0	5758809.0
42.0	6159638.0
43.0	6424827.0
44.0	5985652.0
45.0	8182821.0
46.0	7302470.0
47.0	7110799.0
48.0	8821285.0
49.0	6895088.0
50.0	1.1747125E7
51.0	7688112.0
52.0	8013994.0
53.0	1.0855949E7
54.0	8341005.0
55.0	1.0215367E7
56.0	1.0379056E7
57.0	1.0033637E7
58.0	9335511.0
59.0	9229670.0
60.0	1.90133266E9
