#Duplication rate	Coverage
1.0	1.2807027E8
2.0	1.5933337E7
3.0	2795144.0
4.0	892574.0
5.0	347871.0
6.0	186933.0
7.0	107816.0
8.0	72431.0
9.0	49824.0
10.0	37231.0
11.0	28131.0
12.0	22481.0
13.0	18054.0
14.0	14664.0
15.0	12205.0
16.0	10486.0
17.0	8803.0
18.0	7645.0
19.0	6824.0
20.0	5769.0
21.0	5293.0
22.0	4730.0
23.0	4196.0
24.0	3739.0
25.0	3320.0
26.0	3120.0
27.0	2757.0
28.0	2526.0
29.0	2304.0
30.0	2133.0
31.0	2072.0
32.0	1896.0
33.0	1700.0
34.0	1570.0
35.0	1488.0
36.0	1413.0
37.0	1277.0
38.0	1198.0
39.0	1182.0
40.0	1100.0
41.0	1065.0
42.0	961.0
43.0	885.0
44.0	848.0
45.0	822.0
46.0	769.0
47.0	719.0
48.0	648.0
49.0	634.0
50.0	20202.0
