#Duplication rate	Coverage
1.0	1.52385371E8
2.0	1.9283448E7
3.0	3617334.0
4.0	1215702.0
5.0	508015.0
6.0	272383.0
7.0	159235.0
8.0	104980.0
9.0	70981.0
10.0	52188.0
11.0	38930.0
12.0	30630.0
13.0	24182.0
14.0	19898.0
15.0	16155.0
16.0	13868.0
17.0	11552.0
18.0	9768.0
19.0	8784.0
20.0	7732.0
21.0	6714.0
22.0	6046.0
23.0	5430.0
24.0	4886.0
25.0	4389.0
26.0	4021.0
27.0	3624.0
28.0	3339.0
29.0	3145.0
30.0	2913.0
31.0	2516.0
32.0	2352.0
33.0	2230.0
34.0	2111.0
35.0	1962.0
36.0	1703.0
37.0	1742.0
38.0	1605.0
39.0	1565.0
40.0	1452.0
41.0	1323.0
42.0	1281.0
43.0	1171.0
44.0	1113.0
45.0	1010.0
46.0	974.0
47.0	871.0
48.0	883.0
49.0	868.0
50.0	25730.0
