#Duplication rate	Coverage
1.0	1.2639008E8
2.0	1.4828661E7
3.0	2642856.0
4.0	835599.0
5.0	339374.0
6.0	179184.0
7.0	102936.0
8.0	67141.0
9.0	45626.0
10.0	33520.0
11.0	25192.0
12.0	19585.0
13.0	15894.0
14.0	13161.0
15.0	10646.0
16.0	9062.0
17.0	7867.0
18.0	6616.0
19.0	5766.0
20.0	5148.0
21.0	4641.0
22.0	4120.0
23.0	3749.0
24.0	3405.0
25.0	3097.0
26.0	2897.0
27.0	2612.0
28.0	2323.0
29.0	2164.0
30.0	2027.0
31.0	1804.0
32.0	1681.0
33.0	1579.0
34.0	1504.0
35.0	1426.0
36.0	1234.0
37.0	1188.0
38.0	1174.0
39.0	1064.0
40.0	951.0
41.0	969.0
42.0	865.0
43.0	818.0
44.0	835.0
45.0	750.0
46.0	714.0
47.0	668.0
48.0	598.0
49.0	648.0
50.0	19528.0
