#Duplication rate	Coverage
1.0	4.8376683E7
2.0	1822740.0
3.0	190980.0
4.0	56305.0
5.0	27896.0
6.0	17633.0
7.0	12551.0
8.0	9467.0
9.0	7448.0
10.0	6449.0
11.0	5495.0
12.0	4800.0
13.0	4199.0
14.0	3576.0
15.0	3071.0
16.0	2866.0
17.0	2496.0
18.0	2358.0
19.0	2022.0
20.0	1809.0
21.0	1621.0
22.0	1357.0
23.0	1266.0
24.0	1118.0
25.0	937.0
26.0	839.0
27.0	764.0
28.0	672.0
29.0	551.0
30.0	451.0
31.0	436.0
32.0	345.0
33.0	323.0
34.0	295.0
35.0	299.0
36.0	226.0
37.0	181.0
38.0	178.0
39.0	161.0
40.0	123.0
41.0	129.0
42.0	105.0
43.0	99.0
44.0	87.0
45.0	77.0
46.0	95.0
47.0	75.0
48.0	72.0
49.0	60.0
50.0	1116.0
