#Mapping quality	mapping quality
0.0	9.8643842E7
1.0	4047416.0
2.0	4576755.0
3.0	4674365.0
4.0	5339788.0
5.0	4472089.0
6.0	4697743.0
7.0	4829143.0
8.0	6425800.0
9.0	5523577.0
10.0	4106276.0
11.0	3667367.0
12.0	2951253.0
13.0	2612522.0
14.0	2351702.0
15.0	2330210.0
16.0	2290353.0
17.0	2328478.0
18.0	2324088.0
19.0	2255860.0
20.0	2573588.0
21.0	2623654.0
22.0	3586799.0
23.0	3572208.0
24.0	3086344.0
25.0	2865051.0
26.0	2535674.0
27.0	2536686.0
28.0	2232873.0
29.0	2125810.0
30.0	3630889.0
31.0	2166949.0
32.0	2243039.0
33.0	2543009.0
34.0	2529582.0
35.0	2336675.0
36.0	2074972.0
37.0	1934309.0
38.0	1917506.0
39.0	1855830.0
40.0	2198393.0
41.0	1846896.0
42.0	1869616.0
43.0	1934390.0
44.0	1852304.0
45.0	1967926.0
46.0	1880145.0
47.0	1798740.0
48.0	1907622.0
49.0	1684151.0
50.0	1610898.0
51.0	1652311.0
52.0	1607203.0
53.0	1535864.0
54.0	1830889.0
55.0	1601402.0
56.0	1627204.0
57.0	1618835.0
58.0	1612572.0
59.0	1499610.0
60.0	6.63005687E8
