#Duplication rate	Coverage
1.0	9055265.0
2.0	1140779.0
3.0	160958.0
4.0	28561.0
5.0	9981.0
6.0	5837.0
7.0	3908.0
8.0	2710.0
9.0	1927.0
10.0	1423.0
11.0	1060.0
12.0	762.0
13.0	607.0
14.0	467.0
15.0	383.0
16.0	271.0
17.0	212.0
18.0	189.0
19.0	129.0
20.0	121.0
21.0	71.0
22.0	86.0
23.0	71.0
24.0	53.0
25.0	61.0
26.0	34.0
27.0	33.0
28.0	30.0
29.0	26.0
30.0	27.0
31.0	26.0
32.0	26.0
33.0	29.0
34.0	22.0
35.0	20.0
36.0	8.0
37.0	14.0
38.0	12.0
39.0	14.0
40.0	14.0
41.0	11.0
42.0	7.0
43.0	13.0
44.0	6.0
45.0	6.0
46.0	5.0
47.0	7.0
48.0	10.0
49.0	7.0
50.0	98.0
