#Duplication rate	Coverage
1.0	6.2327412E7
2.0	2482236.0
3.0	269608.0
4.0	74979.0
5.0	34842.0
6.0	21403.0
7.0	14693.0
8.0	11093.0
9.0	8930.0
10.0	7342.0
11.0	6271.0
12.0	5348.0
13.0	4859.0
14.0	4163.0
15.0	3851.0
16.0	3531.0
17.0	3160.0
18.0	2753.0
19.0	2681.0
20.0	2432.0
21.0	2068.0
22.0	1885.0
23.0	1813.0
24.0	1610.0
25.0	1497.0
26.0	1383.0
27.0	1290.0
28.0	1131.0
29.0	1068.0
30.0	962.0
31.0	837.0
32.0	771.0
33.0	749.0
34.0	618.0
35.0	565.0
36.0	505.0
37.0	496.0
38.0	409.0
39.0	365.0
40.0	354.0
41.0	330.0
42.0	233.0
43.0	245.0
44.0	228.0
45.0	203.0
46.0	183.0
47.0	151.0
48.0	146.0
49.0	134.0
50.0	1972.0
