#Coverage (X)	Coverage
1.0	85.25382404398924
2.0	63.93935528959248
3.0	42.9578622081692
4.0	27.02047571213315
5.0	16.721351062986116
6.0	10.754623812471493
7.0	7.483616020898964
8.0	5.680402933459106
9.0	4.6165165206802214
10.0	3.916428571315919
11.0	3.404755346235561
12.0	2.998653119386347
13.0	2.6629038058724177
14.0	2.3776822461561125
15.0	2.1324810776224723
16.0	1.919473660581815
17.0	1.7334403053771865
18.0	1.570025463276835
19.0	1.4256817130647477
20.0	1.2976118651259725
21.0	1.1844048930149285
22.0	1.0833136888587944
23.0	0.9926786644875136
24.0	0.9114180187518883
25.0	0.8383056369436162
26.0	0.7722392234700663
27.0	0.7127496793465156
28.0	0.6588955388586584
29.0	0.6102395635343214
30.0	0.5660915843440506
31.0	0.5260018601396297
32.0	0.4893207490318616
33.0	0.455820148220738
34.0	0.42537971944925346
35.0	0.3975459565587727
36.0	0.3721054616012367
37.0	0.3487702467998588
38.0	0.32724916318986175
39.0	0.30744876037154256
40.0	0.28925612355180874
41.0	0.27245533293599067
42.0	0.25684410801240176
43.0	0.24244255251582558
44.0	0.2290472848466294
45.0	0.21665084602192053
46.0	0.20506821774752382
47.0	0.1943592139622723
48.0	0.18440999637995503
49.0	0.1752452151630166
50.0	0.16673057310079287
51.0	0.15876022367442033
