#Mapping quality	mapping quality
0.0	6.030956E7
1.0	4395762.0
2.0	4353783.0
3.0	4679659.0
4.0	4178378.0
5.0	3973895.0
6.0	4166056.0
7.0	3716855.0
8.0	3867412.0
9.0	3964038.0
10.0	3910834.0
11.0	3204329.0
12.0	3424721.0
13.0	4760303.0
14.0	2968471.0
15.0	3813914.0
16.0	3536874.0
17.0	3183852.0
18.0	3440833.0
19.0	3286920.0
20.0	6484023.0
21.0	4031472.0
22.0	4107200.0
23.0	3954793.0
24.0	4421023.0
25.0	4517231.0
26.0	4246974.0
27.0	5856086.0
28.0	4170801.0
29.0	4166078.0
30.0	9683902.0
31.0	4949739.0
32.0	5020750.0
33.0	5955818.0
34.0	5236441.0
35.0	5326561.0
36.0	5736188.0
37.0	5515553.0
38.0	5178957.0
39.0	5716842.0
40.0	1.6280476E7
41.0	6507535.0
42.0	6854372.0
43.0	7087969.0
44.0	6592379.0
45.0	9197557.0
46.0	7794987.0
47.0	7697468.0
48.0	9433716.0
49.0	7509009.0
50.0	1.2208461E7
51.0	8329736.0
52.0	8455974.0
53.0	1.1295403E7
54.0	8850945.0
55.0	1.0593758E7
56.0	1.0593876E7
57.0	1.0032975E7
58.0	9270994.0
59.0	9159065.0
60.0	1.979074297E9
