#Duplication rate	Coverage
1.0	1.38706297E8
2.0	1.5686709E7
3.0	2697316.0
4.0	790166.0
5.0	300735.0
6.0	146121.0
7.0	82033.0
8.0	51927.0
9.0	35804.0
10.0	26407.0
11.0	20246.0
12.0	15982.0
13.0	13195.0
14.0	11202.0
15.0	9609.0
16.0	8319.0
17.0	7271.0
18.0	6589.0
19.0	5812.0
20.0	5214.0
21.0	4767.0
22.0	4291.0
23.0	4017.0
24.0	3617.0
25.0	3420.0
26.0	3009.0
27.0	2853.0
28.0	2743.0
29.0	2442.0
30.0	2331.0
31.0	2187.0
32.0	2125.0
33.0	1953.0
34.0	1904.0
35.0	1756.0
36.0	1675.0
37.0	1599.0
38.0	1606.0
39.0	1484.0
40.0	1434.0
41.0	1417.0
42.0	1323.0
43.0	1345.0
44.0	1234.0
45.0	1297.0
46.0	1236.0
47.0	1191.0
48.0	1101.0
49.0	1107.0
50.0	47172.0
