#Mapping quality	mapping quality
0.0	3.9810703E7
1.0	6576432.0
2.0	5755705.0
3.0	5526986.0
4.0	4982422.0
5.0	4754151.0
6.0	4701957.0
7.0	4353099.0
8.0	4337565.0
9.0	4379119.0
10.0	4333367.0
11.0	3951946.0
12.0	4057939.0
13.0	4551298.0
14.0	3844728.0
15.0	4222767.0
16.0	4135184.0
17.0	4026980.0
18.0	4178108.0
19.0	4100333.0
20.0	5238922.0
21.0	4499031.0
22.0	4541401.0
23.0	4554423.0
24.0	4917786.0
25.0	5034637.0
26.0	5109522.0
27.0	5571240.0
28.0	5195298.0
29.0	5289743.0
30.0	6958932.0
31.0	5817778.0
32.0	6026324.0
33.0	6494537.0
34.0	6391594.0
35.0	6616686.0
36.0	7194591.0
37.0	7138488.0
38.0	7151475.0
39.0	7376185.0
40.0	1.1486928E7
41.0	8098496.0
42.0	8790079.0
43.0	8780117.0
44.0	9013442.0
45.0	1.1247053E7
46.0	1.0255595E7
47.0	9996117.0
48.0	1.2525009E7
49.0	1.0780245E7
50.0	1.4468481E7
51.0	1.3428462E7
52.0	1.407011E7
53.0	1.5590029E7
54.0	1.523526E7
55.0	1.7458959E7
56.0	1.9764555E7
57.0	2.1819577E7
58.0	2.3274637E7
59.0	2.2796445E7
60.0	2.244630373E9
