#Duplication rate	Coverage
1.0	7.4614717E7
2.0	3987005.0
3.0	430409.0
4.0	111825.0
5.0	46723.0
6.0	27396.0
7.0	18551.0
8.0	13681.0
9.0	10563.0
10.0	8701.0
11.0	7209.0
12.0	6212.0
13.0	5431.0
14.0	4789.0
15.0	4416.0
16.0	3903.0
17.0	3596.0
18.0	3250.0
19.0	2999.0
20.0	2741.0
21.0	2728.0
22.0	2457.0
23.0	2271.0
24.0	2196.0
25.0	2025.0
26.0	1997.0
27.0	1781.0
28.0	1799.0
29.0	1571.0
30.0	1506.0
31.0	1362.0
32.0	1317.0
33.0	1186.0
34.0	1112.0
35.0	1033.0
36.0	993.0
37.0	951.0
38.0	818.0
39.0	862.0
40.0	661.0
41.0	631.0
42.0	625.0
43.0	596.0
44.0	526.0
45.0	479.0
46.0	429.0
47.0	391.0
48.0	374.0
49.0	371.0
50.0	5015.0
