#Duplication rate	Coverage
1.0	5.6327061E7
2.0	2828359.0
3.0	289394.0
4.0	80969.0
5.0	34478.0
6.0	21678.0
7.0	14482.0
8.0	10727.0
9.0	8251.0
10.0	6854.0
11.0	5530.0
12.0	4802.0
13.0	4269.0
14.0	3799.0
15.0	3456.0
16.0	3105.0
17.0	2925.0
18.0	2674.0
19.0	2538.0
20.0	2376.0
21.0	2245.0
22.0	2132.0
23.0	1872.0
24.0	1742.0
25.0	1693.0
26.0	1411.0
27.0	1327.0
28.0	1256.0
29.0	1179.0
30.0	1011.0
31.0	896.0
32.0	838.0
33.0	764.0
34.0	696.0
35.0	575.0
36.0	538.0
37.0	504.0
38.0	413.0
39.0	422.0
40.0	371.0
41.0	346.0
42.0	286.0
43.0	241.0
44.0	256.0
45.0	193.0
46.0	206.0
47.0	181.0
48.0	150.0
49.0	137.0
50.0	2203.0
