#Mapping quality	mapping quality
0.0	3.8350469E7
1.0	6082450.0
2.0	5312507.0
3.0	5044049.0
4.0	4611197.0
5.0	4396659.0
6.0	4361106.0
7.0	3996760.0
8.0	4068203.0
9.0	3996744.0
10.0	4103898.0
11.0	3726858.0
12.0	3851780.0
13.0	4309057.0
14.0	3665664.0
15.0	4074274.0
16.0	3993286.0
17.0	3862420.0
18.0	3981885.0
19.0	3874420.0
20.0	5278050.0
21.0	4302452.0
22.0	4366408.0
23.0	4357759.0
24.0	4737892.0
25.0	4821540.0
26.0	4884488.0
27.0	5194992.0
28.0	4974262.0
29.0	4998740.0
30.0	7299558.0
31.0	5568276.0
32.0	5783903.0
33.0	6227922.0
34.0	6105007.0
35.0	6261676.0
36.0	6995386.0
37.0	6706819.0
38.0	6692589.0
39.0	6748460.0
40.0	1.1278078E7
41.0	7491469.0
42.0	8194544.0
43.0	8016120.0
44.0	8181658.0
45.0	1.0718424E7
46.0	9266745.0
47.0	8851162.0
48.0	1.159768E7
49.0	9381739.0
50.0	1.3277642E7
51.0	1.1874065E7
52.0	1.2168344E7
53.0	1.3582013E7
54.0	1.2916303E7
55.0	1.5020321E7
56.0	1.7191046E7
57.0	1.9114673E7
58.0	2.1150903E7
59.0	2.1434712E7
60.0	2.165526051E9
61.0	1.2026684E7
62.0	6159612.0
63.0	1941195.0
64.0	397233.0
65.0	934997.0
66.0	158102.0
67.0	29314.0
68.0	11711.0
69.0	205.0
70.0	147042.0
