#Position (bp)	Coverage
3519247.5	0.2635303802205415
1.05577415E7	0.23622794876290298
1.75962355E7	0.23003159482696156
2.46347295E7	0.21105764954832668
3.16732235E7	0.21354198781728023
3.87117175E7	0.226291874369716
4.57502115E7	0.21745560911183556
5.27887055E7	0.21723297625884175
5.98271995E7	0.21987118267061107
6.68656935E7	0.21904046519042283
7.39041875E7	0.228091549129686
8.09426815E7	0.21882948255692197
8.79811755E7	0.2419837254958234
9.50196695E7	0.241741202024183
1.020581635E8	0.23688689654349354
1.090966575E8	0.22886458381579924
1.161351515E8	0.2175965483525311
1.231736455E8	0.2793353237212392
1.302121395E8	0.2285123777899079
1.372506335E8	0.22195941347680342
1.442891275E8	0.22130856401951896
1.513276215E8	0.21690762256812324
1.583661155E8	0.22444091022880747
1.654046095E8	0.232145257209852
1.724431035E8	0.24013091436889766
1.794815975E8	0.23720358360751603
1.865200915E8	0.230564663406689
1.935585855E8	0.2437693347468933
2.005970795E8	0.24619996834550117
2.06554927E8	0.2623262809960057
2.10074174E8	0.26722892268655846
2.146740675E8	0.24923712373698123
2.217125615E8	0.24346145638541428
2.287510555E8	0.22876086844714225
2.357895495E8	0.2343788316080116
2.428280435E8	0.2241753704698761
2.498665375E8	0.22616144874173366
2.569050315E8	0.23278275153747377
2.639435255E8	0.22472435154452075
2.709820195E8	0.22136567851020403
2.780205135E8	0.23267818371373195
2.850590075E8	0.2407681245448245
2.920975015E8	0.23178836268099398
2.991359955E8	0.2457512928191741
3.061744895E8	0.22035139903507767
3.132129835E8	0.22340247785961032
3.202514775E8	0.22183140313822816
3.272899715E8	0.48432107777601285
3.343284655E8	0.3144489431972237
3.413669595E8	0.21890279369421925
3.484054535E8	0.21439600573645443
3.554439475E8	0.21473400417759822
3.624824415E8	0.22987431686380638
3.695209355E8	0.22380710987322003
3.765594295E8	0.2306607066795823
3.835979235E8	0.22717032933465597
3.906364175E8	0.2210485652186391
3.976749115E8	0.2391149299836016
4.047134055E8	0.24618362962304152
4.08526901E8	0.3276448308147705
4.12046148E8	0.26051934597799037
4.187903935E8	0.2308651538240993
4.258288875E8	0.22983439355066582
4.328673815E8	0.23267392143830767
4.399058755E8	0.2249508204453964
4.469443695E8	0.24423093917534064
4.539828635E8	0.23296958127690384
4.610213575E8	0.2935187555747011
4.680598515E8	0.2398461943705571
4.750983455E8	0.23236717968360845
4.821368395E8	0.21810461158310288
4.891753335E8	0.22662404770111333
4.962138275E8	0.2250626341373595
5.032523215E8	0.20943812696295544
5.102908155E8	0.22246008876330647
5.173293095E8	0.21757608943049464
5.243678035E8	0.21760578328261698
5.314062975E8	0.22331978971637967
5.384447915E8	0.22614198435062954
5.454832855E8	0.22104558162584212
5.525217795E8	0.2220523310810523
5.595602735E8	0.22585129716669503
5.665987675E8	0.21922928399171754
5.736372615E8	0.23325486957863428
5.806757555E8	0.2255813530564919
5.877142495E8	0.27642802565435165
5.918006215E8	0.274654617588715
5.953198685E8	0.29449307989303963
6.017912375E8	0.3635549025118157
6.088297315E8	0.2277885013470211
6.158682255E8	0.21449545882968715
6.229067195E8	0.2099755998939546
6.299452135E8	0.21897354746626196
6.369837075E8	0.22438294328303754
6.440222015E8	0.22684398111300513
6.510606955E8	0.22150647567505208
6.580991895E8	0.24426631606136198
6.651376835E8	0.23849292192335464
6.721761775E8	0.23028221662190804
6.792146715E8	0.21563490712643926
6.862531655E8	0.23400218853635452
6.932916595E8	0.22167071535473357
7.003301535E8	0.22855315355813333
7.073686475E8	0.23699686324943944
7.144071415E8	0.22105211711482597
7.214456355E8	0.2215138636191208
7.284841295E8	0.222891857263784
7.355226235E8	0.21450014733265382
7.425611175E8	0.21863853261791513
7.495996115E8	0.22756487396309494
7.566381055E8	0.2399065766057341
7.636765995E8	0.2471729037490122
7.683379745E8	0.2653664913214631
7.718572215E8	0.2794658155523556
