#Mapping quality	mapping quality
0.0	3.7335813E7
1.0	6681708.0
2.0	5900974.0
3.0	5749899.0
4.0	5192157.0
5.0	4956691.0
6.0	4950371.0
7.0	4579157.0
8.0	4523607.0
9.0	4563721.0
10.0	4543330.0
11.0	4192046.0
12.0	4297410.0
13.0	4827148.0
14.0	4097557.0
15.0	4493061.0
16.0	4436426.0
17.0	4344580.0
18.0	4470279.0
19.0	4389416.0
20.0	5544647.0
21.0	4839585.0
22.0	4875651.0
23.0	4911704.0
24.0	5239553.0
25.0	5369392.0
26.0	5493254.0
27.0	5852242.0
28.0	5577318.0
29.0	5654728.0
30.0	7080600.0
31.0	6164789.0
32.0	6411174.0
33.0	6862941.0
34.0	6751966.0
35.0	6975594.0
36.0	7523259.0
37.0	7466814.0
38.0	7490154.0
39.0	7664852.0
40.0	1.1333688E7
41.0	8398773.0
42.0	9064635.0
43.0	9027022.0
44.0	9319869.0
45.0	1.1215901E7
46.0	1.0473932E7
47.0	1.02056E7
48.0	1.254582E7
49.0	1.0946342E7
50.0	1.433612E7
51.0	1.3649839E7
52.0	1.4331599E7
53.0	1.559502E7
54.0	1.5633888E7
55.0	1.7613681E7
56.0	2.0176597E7
57.0	2.3315647E7
58.0	2.5291208E7
59.0	2.4792036E7
60.0	2.244911023E9
