#Duplication rate	Coverage
1.0	1.65226783E8
2.0	1.2118705E7
3.0	1934315.0
4.0	553807.0
5.0	218077.0
6.0	106761.0
7.0	62673.0
8.0	40983.0
9.0	28938.0
10.0	22120.0
11.0	17106.0
12.0	13898.0
13.0	11756.0
14.0	9931.0
15.0	8414.0
16.0	7592.0
17.0	6639.0
18.0	6038.0
19.0	5309.0
20.0	4763.0
21.0	4377.0
22.0	4019.0
23.0	3724.0
24.0	3383.0
25.0	3092.0
26.0	2968.0
27.0	2758.0
28.0	2585.0
29.0	2483.0
30.0	2275.0
31.0	2160.0
32.0	2036.0
33.0	1936.0
34.0	1773.0
35.0	1815.0
36.0	1751.0
37.0	1663.0
38.0	1647.0
39.0	1551.0
40.0	1528.0
41.0	1490.0
42.0	1480.0
43.0	1335.0
44.0	1354.0
45.0	1387.0
46.0	1361.0
47.0	1269.0
48.0	1180.0
49.0	1201.0
50.0	38947.0
