#Duplication rate	Coverage
1.0	7089117.0
2.0	587469.0
3.0	60179.0
4.0	10816.0
5.0	4480.0
6.0	2335.0
7.0	1442.0
8.0	985.0
9.0	648.0
10.0	450.0
11.0	314.0
12.0	255.0
13.0	145.0
14.0	117.0
15.0	82.0
16.0	57.0
17.0	58.0
18.0	50.0
19.0	35.0
20.0	28.0
21.0	32.0
22.0	12.0
23.0	16.0
24.0	21.0
25.0	17.0
26.0	12.0
27.0	14.0
28.0	13.0
29.0	16.0
30.0	9.0
31.0	6.0
32.0	3.0
33.0	10.0
34.0	7.0
35.0	6.0
36.0	5.0
37.0	8.0
38.0	4.0
39.0	3.0
40.0	5.0
41.0	6.0
42.0	1.0
43.0	6.0
44.0	2.0
45.0	1.0
46.0	4.0
47.0	4.0
48.0	4.0
49.0	2.0
50.0	28.0
