#Duplication rate	Coverage
1.0	1.4839694E8
2.0	1.0375952E7
3.0	1635278.0
4.0	462678.0
5.0	180649.0
6.0	89713.0
7.0	52476.0
8.0	34746.0
9.0	25031.0
10.0	19107.0
11.0	15049.0
12.0	12207.0
13.0	10203.0
14.0	8797.0
15.0	7828.0
16.0	6772.0
17.0	5762.0
18.0	5141.0
19.0	4567.0
20.0	4194.0
21.0	3654.0
22.0	3428.0
23.0	3100.0
24.0	2855.0
25.0	2586.0
26.0	2377.0
27.0	2359.0
28.0	2110.0
29.0	2000.0
30.0	1895.0
31.0	1772.0
32.0	1668.0
33.0	1561.0
34.0	1493.0
35.0	1487.0
36.0	1410.0
37.0	1336.0
38.0	1306.0
39.0	1345.0
40.0	1259.0
41.0	1220.0
42.0	1201.0
43.0	1240.0
44.0	1113.0
45.0	1171.0
46.0	1146.0
47.0	1112.0
48.0	1078.0
49.0	1105.0
50.0	35790.0
