#Position (bp)	insert size
3519247.5	10465.09215460052
1.05577415E7	10280.046496220277
1.75962355E7	14268.92810193802
2.46347295E7	11399.943713545043
3.16732235E7	11472.012622811733
3.87117175E7	7902.288988691438
4.57502115E7	10653.937295316318
5.27887055E7	7017.062298206714
5.98271995E7	9081.263307741523
6.68656935E7	5129.390990561787
7.39041875E7	8182.777508100737
8.09426815E7	7702.279036699027
8.79811755E7	3184.2055526361883
9.50196695E7	6188.88305040819
1.020581635E8	6020.714968872377
1.090966575E8	8586.879943530392
1.161351515E8	3452.0345630646725
1.231736455E8	3062.6565189080893
1.302121395E8	2628.6394511279623
1.372506335E8	2220.2285714285713
1.442891275E8	995.7579971461928
1.513276215E8	791.4914633357064
1.583661155E8	1331.1849356698208
1.654046095E8	1398.4818943701318
1.724431035E8	515.2051946602513
1.794815975E8	980.0167395789233
1.865200915E8	758.8559102966652
1.935585855E8	336.4728860419917
2.005970795E8	386.5773128034327
2.06554927E8	401.0935199757573
2.10074174E8	19312.75126709166
2.146740675E8	10781.378287007195
2.217125615E8	11108.036965060142
2.287510555E8	15743.187175777965
2.357895495E8	16871.73298643399
2.428280435E8	11960.836145238232
2.498665375E8	10725.25127821266
2.569050315E8	12911.603725017096
2.639435255E8	9281.977905175288
2.709820195E8	6005.260511304976
2.780205135E8	4515.505708095232
2.850590075E8	9027.298800348584
2.920975015E8	6256.10847730012
2.991359955E8	2750.551242033225
3.061744895E8	3248.981101543085
3.132129835E8	5655.980043184815
3.202514775E8	3336.1899950349166
3.272899715E8	2684.924805986291
3.343284655E8	1716.991439974052
3.413669595E8	1876.8996795345222
3.484054535E8	1431.2837031566103
3.554439475E8	2532.9258368684796
3.624824415E8	1276.6891882343116
3.695209355E8	723.8227747261573
3.765594295E8	680.1013054965549
3.835979235E8	457.39587687693665
3.906364175E8	339.80892091043063
3.976749115E8	493.9511272436645
4.047134055E8	363.7590467903708
4.08526901E8	345.31189551711964
4.12046148E8	8715.604349216037
4.187903935E8	16020.24640508756
4.258288875E8	13333.881243411308
4.328673815E8	10797.830791067752
4.399058755E8	12951.341677460285
4.469443695E8	5185.719493700047
4.539828635E8	6786.681731586129
4.610213575E8	7551.06105059507
4.680598515E8	4948.024707147448
4.750983455E8	4706.022408686417
4.821368395E8	2628.0578526414674
4.891753335E8	2153.805276924083
4.962138275E8	3500.803805229476
5.032523215E8	4075.0172373281816
5.102908155E8	2277.276800755526
5.173293095E8	1234.6981983442142
5.243678035E8	988.5617335742868
5.314062975E8	1060.089184458764
5.384447915E8	1294.456058066695
5.454832855E8	732.4073086105363
5.525217795E8	474.8356138934799
5.595602735E8	671.4718236091743
5.665987675E8	436.22103038853777
5.736372615E8	516.2984786871439
5.806757555E8	338.1923302551528
5.877142495E8	418.6166411063222
5.918006215E8	332.6500318538968
5.953198685E8	16241.236499882913
6.017912375E8	7215.526250551232
6.088297315E8	10374.257065832964
6.158682255E8	11855.601116471218
6.229067195E8	3624.9754778722217
6.299452135E8	4978.747033950758
6.369837075E8	6183.485941177993
6.440222015E8	9577.663897601085
6.510606955E8	3457.074409492238
6.580991895E8	4995.913431503793
6.651376835E8	5714.588626065586
6.721761775E8	4214.982373119006
6.792146715E8	3226.8126732647615
6.862531655E8	2942.3898519605314
6.932916595E8	1283.845481917959
7.003301535E8	2178.828029265014
7.073686475E8	2532.1734379359796
7.144071415E8	1931.8951865379597
7.214456355E8	1264.2528439468701
7.284841295E8	962.5457884641903
7.355226235E8	339.57094365241005
7.425611175E8	450.86823054891346
7.495996115E8	565.8595799055479
7.566381055E8	462.2664821681754
7.636765995E8	390.85539095990015
7.683379745E8	334.9091138601363
7.718572215E8	12989.15498700516
7.777535875E8	11468.143889826932
