#Mapping quality	mapping quality
0.0	4.0390761E7
1.0	6406271.0
2.0	5725004.0
3.0	5633666.0
4.0	5066565.0
5.0	4867428.0
6.0	4876145.0
7.0	4440239.0
8.0	4484749.0
9.0	4509789.0
10.0	4518556.0
11.0	4067914.0
12.0	4198129.0
13.0	4905121.0
14.0	3985512.0
15.0	4437537.0
16.0	4379181.0
17.0	4236506.0
18.0	4379580.0
19.0	4264336.0
20.0	5790660.0
21.0	4772197.0
22.0	4772337.0
23.0	4796915.0
24.0	5207049.0
25.0	5320308.0
26.0	5429945.0
27.0	5849001.0
28.0	5456639.0
29.0	5522962.0
30.0	7595356.0
31.0	6091369.0
32.0	6321616.0
33.0	6850596.0
34.0	6646134.0
35.0	6881762.0
36.0	7504670.0
37.0	7367960.0
38.0	7316772.0
39.0	7515405.0
40.0	1.2382782E7
41.0	8343560.0
42.0	8977817.0
43.0	8944459.0
44.0	9178609.0
45.0	1.1690392E7
46.0	1.0342094E7
47.0	1.0083845E7
48.0	1.2873351E7
49.0	1.0702341E7
50.0	1.4773737E7
51.0	1.3501684E7
52.0	1.3898977E7
53.0	1.550276E7
54.0	1.4803158E7
55.0	1.6941246E7
56.0	1.9198859E7
57.0	2.078775E7
58.0	2.1221481E7
59.0	2.0785546E7
60.0	2.248593368E9
