#Duplication rate	Coverage
1.0	1.21514981E8
2.0	1.3397165E7
3.0	2319102.0
4.0	740053.0
5.0	305011.0
6.0	162379.0
7.0	94420.0
8.0	61893.0
9.0	42395.0
10.0	31198.0
11.0	22907.0
12.0	18212.0
13.0	14343.0
14.0	11771.0
15.0	9634.0
16.0	8318.0
17.0	6957.0
18.0	6085.0
19.0	5241.0
20.0	4551.0
21.0	3938.0
22.0	3547.0
23.0	3263.0
24.0	3046.0
25.0	2529.0
26.0	2364.0
27.0	2088.0
28.0	1927.0
29.0	1686.0
30.0	1608.0
31.0	1513.0
32.0	1399.0
33.0	1185.0
34.0	1162.0
35.0	1055.0
36.0	985.0
37.0	934.0
38.0	883.0
39.0	809.0
40.0	735.0
41.0	672.0
42.0	639.0
43.0	601.0
44.0	607.0
45.0	536.0
46.0	516.0
47.0	503.0
48.0	459.0
49.0	413.0
50.0	14661.0
