#Read position (bp)	Clipping profile
0.0	21.014843013889394
1.0	1.5731294282052068
2.0	1.4430668929363157
3.0	1.2972630875321267
4.0	1.1572128443038252
5.0	1.0069946120014006
6.0	0.9228941430092513
7.0	0.8454759299749858
8.0	0.7953333996362241
9.0	0.747076663439083
10.0	0.6995983122037306
11.0	0.6694743668348312
12.0	0.6394441408047219
13.0	0.6108783074024374
14.0	0.5837455522904345
15.0	0.5569733594078576
16.0	0.5368583710131302
17.0	0.5170404214773839
18.0	0.4973059022838065
19.0	0.48228150680440873
20.0	0.46732466082456847
21.0	0.45516888233796926
22.0	0.4429562906961131
23.0	0.43087521927193845
24.0	0.42016929461359037
25.0	0.4094926712282292
26.0	0.40004178048384553
27.0	0.3903880175669497
28.0	0.38090089166055174
29.0	0.372045644351008
30.0	0.9050266293547685
31.0	0.8959913246043514
32.0	0.8421085203198916
33.0	0.8172125036038329
34.0	0.7821572210933949
35.0	0.8928267871217693
36.0	0.8572163461414581
37.0	0.8338312462118599
38.0	0.7984634913475086
39.0	0.7837448580068364
40.0	0.8125495750698076
41.0	0.7944346781487336
42.0	0.7593829744197292
43.0	0.7616749602540533
44.0	0.7313843778746562
45.0	0.7497101992264679
46.0	0.7249622545922207
47.0	0.7121985306096039
48.0	0.7035242354362921
49.0	0.6749646649015163
50.0	0.6681622960917702
51.0	0.6629562874752097
52.0	0.6417716907795417
53.0	0.6326918749350452
54.0	0.6225057682799146
55.0	1.05502610864207
56.0	0.600764894745175
57.0	0.6036657207708752
58.0	0.934480000552564
59.0	0.5653584443065739
60.0	0.5473781990369355
61.0	0.5402506084644193
62.0	0.5194370866686383
63.0	0.5085365657698431
64.0	0.5019759883806987
65.0	0.4874937782884778
66.0	0.47376579638336935
67.0	0.4598197324846563
68.0	0.4460427660086767
69.0	0.4343197964016927
70.0	0.4223454173990046
71.0	0.4038462488215073
72.0	0.3968946895607518
73.0	0.3750093227256343
74.0	0.35444631563019907
75.0	0.33443757230927884
76.0	0.2857193969810545
77.0	0.267710074112269
78.0	0.24952628564859974
79.0	0.2372971421426136
80.0	0.22898318552488842
81.0	0.2231681130431123
82.0	0.2201055708313853
83.0	0.21837836144203704
84.0	0.21597207827568013
85.0	0.216531933896185
86.0	0.2175932662650606
87.0	0.21722196769133384
88.0	0.22051332824096592
89.0	0.2220951496345778
90.0	0.22380759655051277
91.0	0.22684665300908238
92.0	0.23042521076875375
93.0	0.23287622870302957
94.0	0.23614097206574994
95.0	0.23983427450513325
96.0	0.24295519558899442
97.0	0.2462722786301799
98.0	0.2511201854295497
99.0	0.25568536849567214
100.0	0.2590950525064497
101.0	0.26387160735098886
102.0	0.26809166168261706
103.0	0.27213165857337174
104.0	0.277129874192949
105.0	0.28166508496456577
106.0	0.2861817308074962
107.0	0.2907321514002054
108.0	0.2951859448942098
109.0	0.30006583705264156
110.0	0.3043543355791857
111.0	0.3090575254043379
112.0	0.3140653589990177
113.0	0.3189403303329784
114.0	0.324173850831809
115.0	0.32939685866017865
116.0	0.3348039500585345
117.0	0.3401238086594486
118.0	0.3455863711700239
119.0	0.3509221106135491
120.0	0.3562529292326033
121.0	0.3622001929535798
122.0	0.36813314154882215
123.0	0.3744865969625021
124.0	0.3808324474656358
125.0	0.3873693154277832
126.0	0.39482346980610733
127.0	0.4020998034819539
128.0	0.4097803157859476
129.0	0.41754492945362887
130.0	0.4256148579123565
131.0	0.4354893869089321
132.0	0.44614409025801294
133.0	0.45692651136950235
134.0	0.4679683941349212
135.0	0.47878526101770813
136.0	0.4944531661336191
137.0	0.5092807286341738
138.0	0.524714670913869
139.0	0.5407124949431819
140.0	0.5568715878108422
141.0	0.583546706247035
142.0	0.6101748531769129
143.0	0.6367851061996233
144.0	0.6926975269045631
145.0	0.7557840623406548
146.0	0.856748644142866
147.0	0.9498821811470366
148.0	1.039019561333013
149.0	1.1122854932090476
150.0	1.0872346941959896
