#Coverage (X)	Coverage
1.0	97.40724618760979
2.0	91.78416969324132
3.0	81.71335737049526
4.0	68.24766443582412
5.0	53.65725978249404
6.0	40.16846524126129
7.0	29.145909720332938
8.0	20.973093165621407
9.0	15.342432093316916
10.0	11.656712348560802
11.0	9.30642588092472
12.0	7.806223672161337
13.0	6.813045930681767
14.0	6.113781985811016
15.0	5.584003145377764
16.0	5.153838808086803
17.0	4.786491573735503
18.0	4.461576397324237
19.0	4.16882733865036
20.0	3.9020427862402585
21.0	3.657022302686954
22.0	3.4316050916903578
23.0	3.2240455026256427
24.0	3.032236124198704
25.0	2.8551930455307684
26.0	2.691813296168874
27.0	2.540525588092578
28.0	2.4001002902159314
29.0	2.2697333241853244
30.0	2.148799591717136
31.0	2.0362327068934007
32.0	1.9309835460137066
33.0	1.8328522083370729
34.0	1.7409464929551035
35.0	1.6550017125327372
36.0	1.574461746618411
37.0	1.4988137723802026
38.0	1.427795944000323
39.0	1.3609648071875569
40.0	1.298024844144308
41.0	1.2386897009662192
42.0	1.1826359419483623
43.0	1.1295156943371865
44.0	1.079206737370484
45.0	1.0316143419657777
46.0	0.9865316456647406
47.0	0.943759564662642
48.0	0.9032997683508768
49.0	0.8651003990389938
50.0	0.8287943326938318
51.0	0.7942826845138882
