#Coverage	Number of genomic locations
0.0	7.299632E7
1.0	1.58311942E8
2.0	2.83533375E8
3.0	3.79112751E8
4.0	4.10777854E8
5.0	3.79763153E8
6.0	3.10328727E8
7.0	2.30097254E8
8.0	1.58525478E8
9.0	1.03767653E8
10.0	6.6169901E7
11.0	4.2236652E7
12.0	2.7961899E7
13.0	1.9687058E7
14.0	1.4915379E7
15.0	1.2110835E7
16.0	1.0342284E7
17.0	9147653.0
18.0	8242049.0
19.0	7511045.0
20.0	6898300.0
21.0	6346390.0
22.0	5843627.0
23.0	5400196.0
24.0	4984466.0
25.0	4599789.0
26.0	4259350.0
27.0	3953530.0
28.0	3670348.0
29.0	3404765.0
30.0	3169205.0
31.0	2963182.0
32.0	2762787.0
33.0	2587511.0
34.0	2419687.0
35.0	2267520.0
36.0	2129791.0
37.0	1999434.0
38.0	1881562.0
39.0	1772010.0
40.0	1670520.0
41.0	1578136.0
42.0	1495546.0
43.0	1416397.0
44.0	1339915.0
45.0	1269257.0
46.0	1204204.0
47.0	1139104.0
48.0	1075464.0
49.0	1022160.0
50.0	971640.0
51.0	922685.0
52.0	876349.0
53.0	834198.0
54.0	793980.0
55.0	754284.0
56.0	714081.0
57.0	682821.0
58.0	651472.0
59.0	619560.0
60.0	588686.0
61.0	558571.0
62.0	533149.0
63.0	508189.0
64.0	483621.0
65.0	459946.0
66.0	436847.0
67.0	415293.0
68.0	395584.0
69.0	377356.0
70.0	359790.0
71.0	341856.0
72.0	325810.0
73.0	310123.0
74.0	298443.0
75.0	285665.0
76.0	273412.0
77.0	261931.0
78.0	252110.0
79.0	240262.0
80.0	230699.0
81.0	220982.0
82.0	213877.0
83.0	204305.0
84.0	196486.0
85.0	189050.0
86.0	180629.0
87.0	174833.0
88.0	167934.0
89.0	160876.0
90.0	154334.0
91.0	149479.0
92.0	144378.0
93.0	139604.0
94.0	134614.0
95.0	130724.0
96.0	125611.0
97.0	121395.0
98.0	116464.0
99.0	113523.0
100.0	109678.0
101.0	106573.0
102.0	103039.0
103.0	100065.0
104.0	96016.0
105.0	94107.0
106.0	90786.0
107.0	87254.0
108.0	84644.0
109.0	81476.0
110.0	79426.0
111.0	76100.0
112.0	74390.0
113.0	71758.0
114.0	69107.0
115.0	67790.0
116.0	65276.0
117.0	63827.0
118.0	62005.0
119.0	59881.0
120.0	58441.0
121.0	56687.0
122.0	54920.0
123.0	52635.0
124.0	50874.0
125.0	50141.0
126.0	48799.0
127.0	47139.0
128.0	46137.0
129.0	44527.0
130.0	42812.0
131.0	41096.0
132.0	40594.0
133.0	39255.0
134.0	38389.0
135.0	37053.0
136.0	36513.0
137.0	35411.0
138.0	34734.0
139.0	33467.0
140.0	32784.0
141.0	31974.0
142.0	31059.0
143.0	30209.0
144.0	29840.0
145.0	28516.0
146.0	28172.0
147.0	27237.0
148.0	26455.0
149.0	25510.0
150.0	24793.0
151.0	24319.0
152.0	23664.0
153.0	22988.0
154.0	22393.0
155.0	22189.0
156.0	21597.0
157.0	21264.0
158.0	20547.0
159.0	20320.0
160.0	19501.0
161.0	19593.0
162.0	18897.0
163.0	18706.0
164.0	18312.0
165.0	17808.0
166.0	17631.0
167.0	16944.0
168.0	16423.0
169.0	16023.0
170.0	15355.0
171.0	15062.0
172.0	14910.0
173.0	14720.0
174.0	14326.0
175.0	13984.0
176.0	13347.0
177.0	13074.0
178.0	12626.0
179.0	12702.0
180.0	12196.0
181.0	12193.0
182.0	12048.0
183.0	11755.0
184.0	11568.0
185.0	10994.0
186.0	10674.0
187.0	10495.0
188.0	10386.0
189.0	10063.0
190.0	9980.0
191.0	9527.0
192.0	9270.0
193.0	9484.0
194.0	9337.0
195.0	9207.0
196.0	8849.0
197.0	8589.0
198.0	8390.0
199.0	8234.0
200.0	8098.0
201.0	8064.0
202.0	7826.0
203.0	7589.0
204.0	7357.0
205.0	7279.0
206.0	7281.0
207.0	6909.0
208.0	6935.0
209.0	6731.0
210.0	6640.0
211.0	6476.0
212.0	6248.0
213.0	6108.0
214.0	6129.0
215.0	6054.0
216.0	5754.0
217.0	5481.0
218.0	5537.0
219.0	5295.0
220.0	5383.0
221.0	5463.0
222.0	5524.0
223.0	5384.0
224.0	5370.0
225.0	5220.0
226.0	4967.0
227.0	5079.0
228.0	5045.0
229.0	5104.0
230.0	4895.0
231.0	4922.0
232.0	4645.0
233.0	4690.0
234.0	4600.0
235.0	4538.0
236.0	4431.0
237.0	4411.0
238.0	4342.0
239.0	4416.0
240.0	4340.0
241.0	4374.0
242.0	4205.0
243.0	4294.0
244.0	4278.0
245.0	4287.0
246.0	4364.0
247.0	4270.0
248.0	4173.0
249.0	4161.0
250.0	4076.0
251.0	3987.0
252.0	4177.0
253.0	3992.0
254.0	4012.0
255.0	3950.0
256.0	3865.0
257.0	3825.0
258.0	3864.0
259.0	3648.0
260.0	3662.0
261.0	3535.0
262.0	3563.0
263.0	3502.0
264.0	3407.0
265.0	3420.0
266.0	3384.0
267.0	3264.0
268.0	3325.0
269.0	3283.0
270.0	3293.0
271.0	3279.0
272.0	3142.0
273.0	3200.0
274.0	3182.0
275.0	3081.0
276.0	2966.0
277.0	2890.0
278.0	2887.0
279.0	2874.0
280.0	2857.0
281.0	2871.0
282.0	2797.0
283.0	2734.0
284.0	2771.0
285.0	2638.0
286.0	2499.0
287.0	2560.0
288.0	2596.0
289.0	2382.0
290.0	2417.0
291.0	2505.0
292.0	2327.0
293.0	2302.0
294.0	2311.0
295.0	2225.0
296.0	2284.0
297.0	2205.0
298.0	2170.0
299.0	2150.0
300.0	2149.0
301.0	2227.0
302.0	2152.0
303.0	2053.0
304.0	2045.0
305.0	1972.0
306.0	2022.0
307.0	1991.0
308.0	1913.0
309.0	1941.0
310.0	1881.0
311.0	1906.0
312.0	1864.0
313.0	1817.0
314.0	1883.0
315.0	1824.0
316.0	1787.0
317.0	1810.0
318.0	1726.0
319.0	1756.0
320.0	1718.0
321.0	1611.0
322.0	1677.0
323.0	1728.0
324.0	1703.0
325.0	1587.0
326.0	1599.0
327.0	1525.0
328.0	1529.0
329.0	1546.0
330.0	1509.0
331.0	1575.0
332.0	1513.0
333.0	1603.0
334.0	1448.0
335.0	1543.0
336.0	1528.0
337.0	1553.0
338.0	1560.0
339.0	1494.0
340.0	1578.0
341.0	1513.0
342.0	1493.0
343.0	1457.0
344.0	1533.0
345.0	1421.0
346.0	1406.0
347.0	1454.0
348.0	1423.0
349.0	1546.0
350.0	1412.0
351.0	1409.0
352.0	1406.0
353.0	1375.0
354.0	1454.0
355.0	1326.0
356.0	1309.0
357.0	1282.0
358.0	1300.0
359.0	1272.0
360.0	1207.0
361.0	1284.0
362.0	1176.0
363.0	1182.0
364.0	1243.0
365.0	1153.0
366.0	1092.0
367.0	1100.0
368.0	1193.0
369.0	1125.0
370.0	1131.0
371.0	1185.0
372.0	1162.0
373.0	1129.0
374.0	1116.0
375.0	1106.0
376.0	1135.0
377.0	1117.0
378.0	1088.0
379.0	1050.0
380.0	1022.0
381.0	1022.0
382.0	1064.0
383.0	1084.0
384.0	1026.0
385.0	1057.0
386.0	1043.0
387.0	1038.0
388.0	1031.0
389.0	1080.0
390.0	1038.0
391.0	1077.0
392.0	985.0
393.0	989.0
394.0	1028.0
395.0	982.0
396.0	985.0
397.0	972.0
398.0	977.0
399.0	958.0
400.0	876.0
401.0	917.0
402.0	939.0
403.0	891.0
404.0	840.0
405.0	916.0
406.0	828.0
407.0	897.0
408.0	846.0
409.0	850.0
410.0	861.0
411.0	877.0
412.0	806.0
413.0	807.0
414.0	822.0
415.0	853.0
416.0	839.0
417.0	818.0
418.0	821.0
419.0	863.0
420.0	857.0
421.0	845.0
422.0	771.0
423.0	744.0
424.0	689.0
425.0	755.0
426.0	716.0
427.0	703.0
428.0	711.0
429.0	725.0
430.0	724.0
431.0	734.0
432.0	753.0
433.0	724.0
434.0	746.0
435.0	729.0
436.0	686.0
437.0	671.0
438.0	706.0
439.0	719.0
440.0	679.0
441.0	685.0
442.0	681.0
443.0	714.0
444.0	643.0
445.0	700.0
446.0	686.0
447.0	668.0
448.0	645.0
449.0	675.0
450.0	601.0
451.0	624.0
452.0	669.0
453.0	691.0
454.0	653.0
455.0	675.0
456.0	656.0
457.0	669.0
458.0	679.0
459.0	652.0
460.0	671.0
461.0	614.0
462.0	609.0
463.0	622.0
464.0	654.0
465.0	598.0
466.0	625.0
467.0	602.0
468.0	599.0
469.0	591.0
470.0	597.0
471.0	628.0
472.0	648.0
473.0	616.0
474.0	576.0
475.0	635.0
476.0	633.0
477.0	609.0
478.0	603.0
479.0	641.0
480.0	591.0
481.0	597.0
482.0	553.0
483.0	591.0
484.0	575.0
485.0	601.0
486.0	579.0
487.0	560.0
488.0	617.0
489.0	596.0
490.0	557.0
491.0	590.0
492.0	535.0
