#Duplication rate	Coverage
1.0	5.2931505E7
2.0	5459203.0
3.0	641271.0
4.0	150150.0
5.0	44964.0
6.0	25610.0
7.0	15896.0
8.0	11706.0
9.0	8933.0
10.0	7469.0
11.0	6279.0
12.0	5507.0
13.0	4812.0
14.0	4260.0
15.0	3798.0
16.0	3322.0
17.0	3055.0
18.0	2658.0
19.0	2358.0
20.0	2162.0
21.0	1877.0
22.0	1726.0
23.0	1526.0
24.0	1340.0
25.0	1166.0
26.0	1007.0
27.0	906.0
28.0	840.0
29.0	743.0
30.0	643.0
31.0	546.0
32.0	467.0
33.0	431.0
34.0	431.0
35.0	342.0
36.0	296.0
37.0	257.0
38.0	254.0
39.0	189.0
40.0	184.0
41.0	168.0
42.0	134.0
43.0	134.0
44.0	108.0
45.0	88.0
46.0	100.0
47.0	93.0
48.0	77.0
49.0	77.0
50.0	1373.0
