#Position (bp)	Coverage	Std
3381345.5	8.428092223656563	7.222764679428439
1.01440355E7	8.070146347089693	4.304436101422207
1.69067255E7	8.163215968793484	4.531636603756032
2.36694155E7	8.116028680894733	4.963646143910261
3.04321055E7	8.17583698202934	5.385688668060011
3.71947955E7	8.118826088435224	4.864795659442855
4.39574855E7	8.162775463609895	5.025858865601708
5.07201755E7	8.115483187903038	4.991146243276547
5.74828655E7	8.147296120330815	5.5279326987567154
6.42455555E7	8.107471583053488	5.0869273128767345
7.10082455E7	8.286217466718126	5.4794212011243655
7.77709355E7	8.351940130332752	6.168393885860476
8.45336255E7	8.419588654810438	8.146320935623171
9.12963155E7	8.513523760515417	6.348813009573302
9.80590055E7	8.891097033872615	8.11851301730176
1.048216955E8	8.20327458452184	5.29276327292175
1.115843855E8	8.184743792780683	4.94665584399454
1.183470755E8	9.3746869958552	9.341947695154621
1.251097655E8	9.760436157801111	9.945554559781115
1.318724555E8	8.308644932711687	5.646099782137444
1.386351455E8	8.123316017738503	4.897549723644191
1.453978355E8	8.168577888384652	5.2077358511537355
1.521605255E8	8.171201844236538	5.358990834334447
1.589232155E8	8.226496113233047	5.28213219180454
1.656859055E8	8.063335447876511	4.540110197688471
1.724485955E8	8.5005916284792	6.398447528609004
1.792112855E8	8.024425635361077	5.051479016027704
1.859739755E8	7.881281265295319	5.423382517581287
1.927366655E8	8.13920969318422	4.512412935257372
1.994993555E8	8.084505573965389	4.714355176258098
2.05937114E8	8.358594967598462	6.858194562418535
2.09318459E8	8.387552453363247	5.803848431191136
2.130247355E8	7.993866198214024	5.768201637904399
2.197874255E8	8.177954038999275	4.660958455987608
2.265501155E8	7.94157487626965	5.586626452863468
2.333128055E8	7.942246058890767	5.865661442428457
2.400754955E8	8.207106491647554	5.208035360094455
2.468381855E8	8.25506625322172	5.684671051375345
2.536008755E8	8.165351213792144	5.361846753529777
2.603635655E8	8.249919041091637	5.717754744417872
2.671262555E8	8.15787859564759	5.057842466878442
2.738889455E8	8.173106411797672	4.930804669179857
2.806516355E8	8.770938931105817	9.68124188101298
2.874143255E8	8.168035796406459	6.982301057821708
2.941770155E8	8.141502272024889	4.6562998579943145
3.009397055E8	9.534047841909063	497.33470345608833
3.077023955E8	8.166061434133459	5.127605869475979
3.144650855E8	8.100210714966973	4.806531223225732
3.212277755E8	8.278874530697104	5.344821879518008
3.279904655E8	21.434536996372746	24.801376970964863
3.347531555E8	9.378801334971735	8.097534858550588
3.415158455E8	8.151880538661391	5.296411774904915
3.482785355E8	8.242918128732796	6.615947266550706
3.550412255E8	8.097648273098427	5.525836240365044
3.618039155E8	8.28607521563165	7.887385627862019
3.685666055E8	8.11610897438741	4.968150558664744
3.753292955E8	8.183117221105803	5.458498732763991
3.820919855E8	8.161307260868087	4.944390769780033
3.888546755E8	8.093884534112904	4.880697307394306
3.956173655E8	8.07832179206795	5.882365532915336
4.023800555E8	8.067454075227461	4.177755684502834
4.07291275E8	8.771337452843355	6.557464939566614
4.1067262E8	8.677265179218356	7.414462906333864
4.159054355E8	8.067944412652361	4.218561602065445
4.226681255E8	7.968161633906035	6.024662236927706
4.294308155E8	8.355366725371118	6.0858526026366
4.361935055E8	7.889970706922837	5.559017765751255
4.429561955E8	7.863841903148008	5.422647790667471
4.497188855E8	9.189137606484993	11.657072199304423
4.564815755E8	8.052268402070773	4.598283656327185
4.632442655E8	10.594901585020162	9.312060315524004
4.700069555E8	8.399301461400714	6.3013129606994935
4.767696455E8	8.03910115649246	4.542440484782205
4.835323355E8	8.02120679788664	4.550663145651253
4.902950255E8	8.158057370661675	5.697700257672628
4.970577155E8	8.169611205008659	5.066197944271676
5.038204055E8	7.979027872045	5.849170661070466
5.105830955E8	8.24844181827054	5.9153814297559935
5.173457855E8	8.160981946533111	5.145794484831584
5.241084755E8	8.151369795155478	5.030078102747092
5.308711655E8	8.035942945780452	4.641140712679445
5.376338555E8	8.299519274134997	8.058137133726456
5.443965455E8	8.323469802696856	6.108218445239124
5.511592355E8	8.206629758276662	5.1427943786359505
5.579219255E8	8.137619497566797	5.12896678713924
5.646846155E8	8.1924067198112	5.218436262762985
5.714473055E8	8.20845876418999	4.853849506124259
5.782099955E8	8.041618941575024	4.383348501664257
5.849726855E8	8.295619050998937	7.848469154250564
5.903608885E8	8.448420864854414	6.838284826920144
5.937422335E8	8.261501563856188	13.2613500046694
5.984980655E8	14.164022304733766	25.1680370551631
6.052607555E8	8.138469159461694	5.608755605176266
6.120234455E8	8.04735985236644	4.607139073393013
6.187861355E8	7.9631124596869	5.95157333263949
6.255488255E8	7.86287778975526	5.813814422499324
6.323115155E8	8.133208383054672	5.309920264960882
6.390742055E8	8.024428888504426	4.546670928187058
6.458368955E8	8.192818538185248	5.56436393313483
6.525995855E8	8.453311625994981	7.69622020156973
6.593622755E8	8.298488619173732	6.7845889755944535
6.661249655E8	8.478787878787879	6.643833896389384
6.728876555E8	8.365685400336258	5.774539238948761
6.796503455E8	7.9685296827150145	6.494281398762984
6.864130355E8	8.47464574008272	6.491852896320542
6.931757255E8	8.171402356163005	11.650891245160254
6.999384155E8	8.23338079965221	5.587996855094177
7.067011055E8	8.241286233732435	5.704771276223478
7.134637955E8	8.189727312652213	5.570469541200795
7.202264855E8	8.209446093196641	5.249460568376936
7.269891755E8	8.390736674311553	5.634476536665267
7.337518655E8	8.115503889724355	5.143613497345576
7.405145555E8	8.056093359299332	4.486596895427467
7.472772455E8	8.027500151566906	4.581592950969836
7.540399355E8	7.998852231878143	5.747262617459646
7.608026255E8	8.214786275875428	4.764261708357955
7.668320365E8	8.08276323173214	6.269024991272442
7.702133815E8	9.304311183055836	14.916483739663288
7.743280055E8	8.157147525614807	4.589657144464258
7.810906955E8	8.172226732261866	4.986297838732877
7.878533855E8	7.977830715292288	6.156473707877174
7.946160755E8	8.171452188404318	5.379613099006483
8.013787655E8	8.246463759243733	5.516601846555807
8.081414555E8	8.243471015232105	5.599865312436426
8.149041455E8	8.201242109279	5.173208148149115
8.216668355E8	8.008929434884639	4.650245386030524
8.284295255E8	7.97351290684624	5.924884059541365
8.351922155E8	8.780836324007163	8.597709561168708
8.419549055E8	8.114733929841528	5.5831806613830715
8.487175955E8	16.1540515682369	47.37243552851619
8.554802855E8	11.220626555409163	10.404857023095648
8.622429755E8	9.130373860105964	10.242583293912466
8.690056655E8	29.107577162342203	211.66665685903305
8.757683555E8	21.4205864825979	20.73021250429429
8.825310455E8	8.304976865714679	6.377392713049794
8.892937355E8	10.097289096498583	11.965414438964311
8.960564255E8	8.039222262147163	4.3768224912892455
9.028191155E8	9.780943529867553	10.628482020075095
9.095818055E8	8.371829996643347	6.821100174081274
9.163444955E8	8.230925711514205	5.407773915972827
9.231071855E8	7.857921477991746	5.655570146311709
9.298698755E8	8.103627698445441	4.597602618701072
9.366325655E8	8.106328694646656	4.414839615993524
9.426997425E8	8.24935457616113	5.529154958033778
9.460810875E8	9.22663343460151	12.121365268129296
9.501579455E8	8.039569461264675	4.3334332298443545
9.569206355E8	8.071167390491063	4.3823606436401175
9.636833255E8	7.889064115019319	5.770844811041839
9.704460155E8	7.974064758254482	5.8871712004952474
9.772087055E8	8.272366765296058	6.13733851996138
9.839713955E8	8.14487504232783	5.605881412147943
9.907340855E8	8.133822044186559	4.907339532027118
9.974967755E8	8.049455468164295	4.6820014675911334
1.0042594655E9	8.36550913911476	6.266693880221398
1.0110221555E9	8.117840977480855	5.097102314990493
1.0177848455E9	8.039130878393065	4.852981829758915
1.0245475355E9	8.115156986347149	4.7768812239824925
1.0313102255E9	8.965735232577568	8.768104252335727
1.0380729155E9	8.245137511848096	14.39490047052533
1.0448356055E9	8.102053916414917	4.7392982067799485
1.0515982955E9	8.078415541744484	4.819224859457028
1.0583609855E9	8.087130712778494	4.954399456394525
1.0651236755E9	8.040189480813108	5.17616531588397
1.0718863655E9	8.197773814857698	5.802000954978599
1.0786490555E9	9.062496136892273	16.9573201696752
1.0854117455E9	8.341990391397506	6.691071907426749
1.0921744355E9	8.414284700318955	6.0566821216128925
1.0989371255E9	7.809445649586185	5.532143746864454
1.104984942E9	8.840950297049865	8.541166373194626
1.108366287E9	9.096477208904792	16.75074768500634
1.1124625055E9	8.074486188188429	4.906384436349714
1.1192251955E9	8.117006398341488	5.057955856720192
1.1259878855E9	8.024380534964637	4.261707487875791
1.1327505755E9	8.07938157744921	4.645671566745497
1.1395132655E9	8.075558838272936	4.6415142169717365
1.1462759555E9	8.063218482586072	4.737863623987932
1.1530386455E9	8.19853298021941	5.174786064167253
1.1598013355E9	8.025357069450175	4.761020490648555
1.1665640255E9	7.981540038061778	6.047912938892662
1.1733267155E9	8.283218068549646	5.805085057354733
1.1800894055E9	8.142232454836758	4.959304629071002
1.1868520955E9	8.219130257338426	5.242461996615235
1.1936147855E9	8.158244278534134	5.5820766205901275
1.2003774755E9	7.964951077160124	5.945434954435902
1.2071401655E9	8.180811629691735	5.373226176342744
1.2139028555E9	8.020482677751014	4.938573225884559
1.2206655455E9	7.959025624418685	5.440564584827145
1.2274282355E9	8.061863104770438	4.403787334300462
1.2341909255E9	14.645634207689543	36.88037967403547
1.2409536155E9	10.408079920859894	13.919228352343099
1.2477163055E9	8.02659045439019	4.742562657496472
1.2544789955E9	7.928180650007615	5.486076431473275
1.2602528435E9	8.794181658288412	10.059923642676015
1.2636341885E9	8.864780217668748	18.94487541157369
1.2680043755E9	8.10672646535624	4.635615863388142
1.2747670655E9	8.225949585150287	5.344412613685414
1.2815297555E9	8.07292970696572	4.519891569704252
1.2882924455E9	7.973463074604928	5.61655770165217
1.2950551355E9	8.119299716532918	5.069797087452015
1.3018178255E9	8.088860054209198	5.156602239960525
1.3085805155E9	8.168483103617051	5.250007349493496
1.3153432055E9	8.033466268600217	5.060353463304746
1.3221058955E9	8.085027703473026	4.751073538567778
1.3288685855E9	9.54889814556042	12.698564879256255
1.3356312755E9	8.074012707960886	5.168726061223041
1.3423939655E9	8.073765469066304	4.634846657945989
1.3491566555E9	7.97067172974068	5.714403265622798
1.3559193455E9	8.103787398209883	4.939331505590255
1.3626820355E9	8.006805575887702	4.469598704389328
1.3694447255E9	8.162615024494691	4.935841396853979
1.3762074155E9	9.3460137903704	7.432226533356581
1.3829701055E9	14.896691701083444	21.031381887231497
1.3897327955E9	10.603357096066802	12.101644137788453
1.3964954855E9	8.499293624282645	5.929731214584278
1.4032581755E9	10.215775083583603	13.15421132808706
1.408757431E9	8.106462714075972	4.719075375160821
1.412138776E9	8.626435323714842	15.549593350692492
1.4167835555E9	7.972364399373622	5.804692703587569
1.4235462455E9	7.935058682269925	6.006230059283533
1.4303089355E9	8.088531043120415	4.53151033777847
1.4370716255E9	8.240035252244299	5.323625829463358
1.4438343155E9	8.596544126671487	10.394260660591119
1.4505970055E9	8.003002059831221	6.058551010584111
1.4573596955E9	7.995493657109819	6.120693098032416
1.4641223855E9	8.015876522508055	4.68451041824048
1.4708850755E9	8.151116197844349	5.613635044927796
1.4776477655E9	8.11054816944145	4.691366062789209
1.4844104555E9	8.028489846495996	4.5402226432804165
1.4911731455E9	8.059893622212464	4.699755675977019
1.4979358355E9	12.577479671550817	15.887051341916562
1.5046985255E9	8.559001817324171	6.813926712701442
1.5114612155E9	8.222806605063962	6.169203590648261
1.5182239055E9	8.029438433522754	4.953127007842736
1.5249865955E9	8.044802290212917	4.581366214650081
1.5317492855E9	8.341975604382279	6.79349625043273
1.5385119755E9	7.9777527877220455	5.659059721616141
1.5452746655E9	8.07808386899296	4.4737863760983325
1.5504776755E9	8.568395670993295	5.830657593694049
1.5538590205E9	8.24305562679524	5.64518352061579
1.5588000455E9	7.985838031907422	5.947558489358764
1.5655627355E9	7.7911082720041875	5.512172583021396
1.5723254255E9	8.01688943305105	5.094621505433625
1.5790881155E9	7.844430544650132	5.541244459757235
1.5858508055E9	7.967079963742239	6.138001911514607
1.5926134955E9	8.285483439282297	9.232322071121827
1.5993761855E9	8.0441995714723	4.742731054325634
1.6061388755E9	8.18092105360441	5.371433980203648
1.6129015655E9	7.896006027187406	5.866056045423429
1.6196642555E9	8.53140318423586	6.35794304669804
1.6264269455E9	8.132959961198871	5.135042668709045
1.6331896355E9	8.199133333037594	5.427023367016613
1.6399523255E9	8.177244558008722	5.481108984410874
1.6467150155E9	8.853654832618382	8.721725201880913
1.6534777055E9	7.940525441799047	5.657253393162629
1.6602403955E9	8.146731995699936	4.964002948372677
1.6670030855E9	7.950848996479212	5.903789648568771
1.6737657755E9	8.138878611913306	4.967857631349136
1.6805284655E9	8.047411754789884	4.36588919383209
1.6872911555E9	8.19947639179084	5.290105279859252
1.691973483E9	8.660545779824094	9.461488167116629
1.695354828E9	8.783723029039411	8.673816902154663
1.7008165355E9	8.49546171715693	5.875654505658783
1.7075792255E9	8.232615571614254	6.485054717936153
1.7143419155E9	30.855170501679066	83.82437855463317
1.7211046055E9	23.400178331403627	18.15529032641917
1.7278672955E9	9.424936674607293	10.390328367959004
