#Duplication rate	Coverage
1.0	4.4550048E7
2.0	4373750.0
3.0	498867.0
4.0	118850.0
5.0	36917.0
6.0	21865.0
7.0	13851.0
8.0	10792.0
9.0	8561.0
10.0	7037.0
11.0	5932.0
12.0	5091.0
13.0	4491.0
14.0	3983.0
15.0	3454.0
16.0	3091.0
17.0	2765.0
18.0	2532.0
19.0	2254.0
20.0	2014.0
21.0	1806.0
22.0	1699.0
23.0	1544.0
24.0	1385.0
25.0	1255.0
26.0	1058.0
27.0	933.0
28.0	870.0
29.0	757.0
30.0	680.0
31.0	608.0
32.0	535.0
33.0	437.0
34.0	432.0
35.0	341.0
36.0	344.0
37.0	286.0
38.0	249.0
39.0	229.0
40.0	196.0
41.0	218.0
42.0	152.0
43.0	167.0
44.0	136.0
45.0	119.0
46.0	104.0
47.0	102.0
48.0	109.0
49.0	86.0
50.0	1523.0
