#Coverage	Number of genomic locations
0.0	6.30791541E8
1.0	6.47464906E8
2.0	5.51630771E8
3.0	3.65062508E8
4.0	2.28218434E8
5.0	1.31990267E8
6.0	7.6791177E7
7.0	4.5139974E7
8.0	2.8235866E7
9.0	1.8854381E7
10.0	1.3629087E7
11.0	1.0480743E7
12.0	8418007.0
13.0	6972775.0
14.0	5904872.0
15.0	5048306.0
16.0	4357757.0
17.0	3769012.0
18.0	3296384.0
19.0	2890662.0
20.0	2549926.0
21.0	2253834.0
22.0	1991866.0
23.0	1772855.0
24.0	1571543.0
25.0	1401931.0
26.0	1255015.0
27.0	1122831.0
28.0	1002616.0
29.0	896193.0
30.0	804112.0
31.0	725660.0
32.0	652911.0
33.0	592236.0
34.0	539913.0
35.0	488399.0
36.0	441967.0
37.0	404013.0
38.0	370097.0
39.0	340510.0
40.0	312302.0
41.0	288683.0
42.0	266595.0
43.0	242875.0
44.0	224408.0
45.0	207764.0
46.0	191168.0
47.0	178473.0
48.0	166282.0
49.0	153732.0
50.0	142752.0
51.0	133737.0
52.0	124341.0
53.0	115157.0
54.0	106497.0
55.0	99000.0
56.0	93013.0
57.0	87619.0
58.0	81349.0
59.0	76392.0
60.0	71529.0
61.0	67460.0
62.0	62793.0
63.0	59297.0
64.0	56433.0
65.0	53772.0
66.0	51681.0
67.0	48274.0
68.0	44986.0
69.0	43309.0
70.0	41277.0
71.0	38647.0
72.0	37061.0
73.0	35346.0
74.0	33365.0
75.0	32025.0
76.0	30060.0
77.0	28495.0
78.0	27610.0
79.0	25508.0
80.0	23799.0
81.0	24069.0
82.0	23356.0
83.0	22896.0
84.0	21500.0
85.0	20839.0
86.0	19734.0
87.0	18912.0
88.0	18463.0
89.0	17972.0
90.0	17056.0
91.0	16461.0
92.0	15679.0
93.0	14786.0
94.0	14382.0
95.0	13904.0
96.0	13602.0
97.0	12880.0
98.0	12348.0
99.0	11773.0
100.0	11368.0
101.0	10911.0
102.0	10588.0
103.0	10385.0
104.0	9946.0
105.0	9735.0
106.0	9259.0
107.0	9008.0
108.0	8872.0
109.0	8783.0
110.0	8391.0
111.0	8175.0
112.0	7838.0
113.0	8016.0
114.0	7823.0
115.0	7546.0
116.0	7223.0
117.0	7102.0
118.0	6762.0
119.0	6742.0
120.0	6567.0
121.0	6186.0
122.0	5966.0
123.0	5710.0
124.0	5614.0
125.0	5295.0
126.0	5170.0
127.0	5015.0
128.0	4957.0
129.0	4861.0
130.0	4817.0
131.0	4575.0
132.0	4318.0
133.0	4200.0
134.0	4101.0
135.0	4083.0
136.0	4106.0
137.0	3873.0
138.0	3838.0
139.0	3708.0
140.0	3705.0
141.0	3564.0
142.0	3264.0
143.0	3312.0
144.0	3328.0
145.0	3223.0
146.0	3177.0
147.0	3089.0
148.0	3035.0
149.0	3038.0
150.0	3017.0
151.0	2991.0
152.0	2739.0
153.0	2791.0
154.0	2682.0
155.0	2678.0
156.0	2711.0
157.0	2660.0
158.0	2754.0
159.0	2651.0
160.0	2632.0
161.0	2693.0
162.0	2715.0
163.0	2760.0
164.0	2648.0
165.0	2678.0
166.0	2636.0
167.0	2577.0
168.0	2549.0
169.0	2548.0
170.0	2444.0
171.0	2337.0
172.0	2426.0
173.0	2260.0
174.0	2251.0
175.0	2290.0
176.0	2169.0
177.0	2117.0
178.0	2074.0
179.0	2063.0
180.0	1994.0
181.0	2006.0
182.0	2059.0
183.0	1925.0
184.0	1992.0
