#Coverage (X)	Coverage
1.0	98.04978838983514
2.0	93.57157204510396
3.0	85.59908692830152
4.0	74.53591572964635
5.0	61.72282868852728
6.0	48.833372729027914
7.0	37.24537919851062
8.0	27.741536786533402
9.0	20.51718040134797
10.0	15.340021232604144
11.0	11.795198605962838
12.0	9.432861808747305
13.0	7.87607601936071
14.0	6.837145695627029
15.0	6.1198582089182025
16.0	5.596550659103045
17.0	5.190650658443914
18.0	4.858162838131108
19.0	4.57289207104354
20.0	4.321556362548023
21.0	4.094571063804267
22.0	3.8874936003175975
23.0	3.696661080045331
24.0	3.519803326164336
25.0	3.3551810897058374
26.0	3.2019571667207316
27.0	3.058721541179281
28.0	2.9244907655318
29.0	2.7983114098736337
30.0	2.6799732767545947
31.0	2.56872089746345
32.0	2.464155059502019
33.0	2.3656185538886803
34.0	2.2725488085522016
35.0	2.1846019883740126
36.0	2.1012584406004464
37.0	2.022409961232796
38.0	1.9475376368682475
39.0	1.8763390730040612
40.0	1.8086297276649788
41.0	1.74408850077144
42.0	1.6827858894281889
43.0	1.6245284424820596
44.0	1.5687463422233634
45.0	1.5153499793275813
46.0	1.4643459709849367
47.0	1.4154931779116424
48.0	1.3686790339388892
49.0	1.3238218038288352
50.0	1.281006217190324
51.0	1.2398929859125758
