#Duplication rate	Coverage
1.0	1.17887016E8
2.0	1.1734885E7
3.0	1987770.0
4.0	647554.0
5.0	276373.0
6.0	151349.0
7.0	91355.0
8.0	60747.0
9.0	41826.0
10.0	31276.0
11.0	23794.0
12.0	18536.0
13.0	14825.0
14.0	12315.0
15.0	10085.0
16.0	8662.0
17.0	7363.0
18.0	6353.0
19.0	5518.0
20.0	4867.0
21.0	4255.0
22.0	4019.0
23.0	3481.0
24.0	3065.0
25.0	2864.0
26.0	2524.0
27.0	2237.0
28.0	2074.0
29.0	2004.0
30.0	1813.0
31.0	1575.0
32.0	1547.0
33.0	1314.0
34.0	1270.0
35.0	1214.0
36.0	1079.0
37.0	1040.0
38.0	998.0
39.0	884.0
40.0	805.0
41.0	779.0
42.0	781.0
43.0	688.0
44.0	646.0
45.0	659.0
46.0	556.0
47.0	550.0
48.0	560.0
49.0	521.0
50.0	16909.0
