#Duplication rate	Coverage
1.0	7.8326903E7
2.0	4114150.0
3.0	446332.0
4.0	115399.0
5.0	50172.0
6.0	30709.0
7.0	21639.0
8.0	16757.0
9.0	13451.0
10.0	11304.0
11.0	9474.0
12.0	7949.0
13.0	6683.0
14.0	5776.0
15.0	4919.0
16.0	4189.0
17.0	3554.0
18.0	3073.0
19.0	2655.0
20.0	2172.0
21.0	1897.0
22.0	1674.0
23.0	1401.0
24.0	1236.0
25.0	1053.0
26.0	870.0
27.0	842.0
28.0	739.0
29.0	609.0
30.0	591.0
31.0	517.0
32.0	437.0
33.0	381.0
34.0	350.0
35.0	282.0
36.0	286.0
37.0	252.0
38.0	248.0
39.0	215.0
40.0	184.0
41.0	165.0
42.0	163.0
43.0	147.0
44.0	133.0
45.0	132.0
46.0	111.0
47.0	115.0
48.0	110.0
49.0	103.0
50.0	1635.0
