#Duplication rate	Coverage
1.0	5.4775469E7
2.0	2560706.0
3.0	271489.0
4.0	75843.0
5.0	34200.0
6.0	20682.0
7.0	14493.0
8.0	10792.0
9.0	8314.0
10.0	6799.0
11.0	5671.0
12.0	4797.0
13.0	4316.0
14.0	3811.0
15.0	3474.0
16.0	3120.0
17.0	2882.0
18.0	2753.0
19.0	2526.0
20.0	2367.0
21.0	2119.0
22.0	1941.0
23.0	1920.0
24.0	1738.0
25.0	1550.0
26.0	1466.0
27.0	1377.0
28.0	1301.0
29.0	1214.0
30.0	1123.0
31.0	1070.0
32.0	1013.0
33.0	915.0
34.0	869.0
35.0	778.0
36.0	725.0
37.0	722.0
38.0	607.0
39.0	623.0
40.0	533.0
41.0	553.0
42.0	466.0
43.0	416.0
44.0	388.0
45.0	360.0
46.0	346.0
47.0	288.0
48.0	295.0
49.0	281.0
50.0	3735.0
