#Duplication rate	Coverage
1.0	1.07815818E8
2.0	1.0287255E7
3.0	1715296.0
4.0	537073.0
5.0	226188.0
6.0	119207.0
7.0	70698.0
8.0	46459.0
9.0	31930.0
10.0	23659.0
11.0	17562.0
12.0	14175.0
13.0	11687.0
14.0	9488.0
15.0	8086.0
16.0	6676.0
17.0	5889.0
18.0	5161.0
19.0	4543.0
20.0	4098.0
21.0	3583.0
22.0	3252.0
23.0	2955.0
24.0	2478.0
25.0	2372.0
26.0	2141.0
27.0	1984.0
28.0	1817.0
29.0	1725.0
30.0	1618.0
31.0	1450.0
32.0	1303.0
33.0	1240.0
34.0	1219.0
35.0	1059.0
36.0	1075.0
37.0	948.0
38.0	892.0
39.0	901.0
40.0	826.0
41.0	755.0
42.0	735.0
43.0	656.0
44.0	622.0
45.0	592.0
46.0	553.0
47.0	598.0
48.0	511.0
49.0	472.0
50.0	17101.0
