#Duplication rate	Coverage
1.0	5.9707995E7
2.0	6393441.0
3.0	793216.0
4.0	192767.0
5.0	57629.0
6.0	31352.0
7.0	18652.0
8.0	13681.0
9.0	10450.0
10.0	8451.0
11.0	6950.0
12.0	5928.0
13.0	5186.0
14.0	4616.0
15.0	4182.0
16.0	3772.0
17.0	3483.0
18.0	3173.0
19.0	3052.0
20.0	2778.0
21.0	2605.0
22.0	2425.0
23.0	2203.0
24.0	2029.0
25.0	2023.0
26.0	1905.0
27.0	1736.0
28.0	1608.0
29.0	1503.0
30.0	1414.0
31.0	1345.0
32.0	1234.0
33.0	1159.0
34.0	1085.0
35.0	1058.0
36.0	994.0
37.0	982.0
38.0	803.0
39.0	740.0
40.0	710.0
41.0	644.0
42.0	611.0
43.0	565.0
44.0	548.0
45.0	525.0
46.0	471.0
47.0	422.0
48.0	408.0
49.0	342.0
50.0	5068.0
