#Mapping quality	mapping quality
0.0	4.1144014E7
1.0	6391847.0
2.0	5536814.0
3.0	5225610.0
4.0	4779309.0
5.0	4536145.0
6.0	4477276.0
7.0	4083126.0
8.0	4180518.0
9.0	4081640.0
10.0	4206589.0
11.0	3820914.0
12.0	3950047.0
13.0	4389231.0
14.0	3777302.0
15.0	4174535.0
16.0	4072150.0
17.0	3965646.0
18.0	4093986.0
19.0	3986347.0
20.0	5376106.0
21.0	4417968.0
22.0	4489164.0
23.0	4481313.0
24.0	4884268.0
25.0	4963636.0
26.0	5007440.0
27.0	5333617.0
28.0	5133115.0
29.0	5160489.0
30.0	7542590.0
31.0	5714588.0
32.0	5921580.0
33.0	6387224.0
34.0	6259618.0
35.0	6395392.0
36.0	7159633.0
37.0	6839576.0
38.0	6814876.0
39.0	6864340.0
40.0	1.1333306E7
41.0	7592258.0
42.0	8343694.0
43.0	8086650.0
44.0	8245681.0
45.0	1.0901068E7
46.0	9339045.0
47.0	8958362.0
48.0	1.1804916E7
49.0	9491262.0
50.0	1.3457458E7
51.0	1.2186849E7
52.0	1.2440115E7
53.0	1.382287E7
54.0	1.3342271E7
55.0	1.5236657E7
56.0	1.7165979E7
57.0	1.8951216E7
58.0	2.1009789E7
59.0	2.1573709E7
60.0	2.152466975E9
61.0	1.1660595E7
62.0	6044612.0
63.0	1935859.0
64.0	395219.0
65.0	951229.0
66.0	159582.0
67.0	28384.0
68.0	10893.0
69.0	369.0
70.0	149282.0
