#Duplication rate	Coverage
1.0	1.28944171E8
2.0	1.3770751E7
3.0	2478941.0
4.0	804378.0
5.0	347336.0
6.0	185513.0
7.0	110655.0
8.0	72604.0
9.0	50024.0
10.0	36944.0
11.0	27457.0
12.0	21308.0
13.0	16847.0
14.0	13840.0
15.0	11228.0
16.0	9599.0
17.0	8095.0
18.0	6999.0
19.0	6057.0
20.0	5338.0
21.0	4683.0
22.0	4250.0
23.0	3939.0
24.0	3500.0
25.0	3122.0
26.0	2868.0
27.0	2739.0
28.0	2513.0
29.0	2220.0
30.0	2013.0
31.0	1909.0
32.0	1747.0
33.0	1640.0
34.0	1508.0
35.0	1468.0
36.0	1356.0
37.0	1235.0
38.0	1143.0
39.0	1083.0
40.0	1073.0
41.0	968.0
42.0	897.0
43.0	886.0
44.0	830.0
45.0	765.0
46.0	768.0
47.0	692.0
48.0	622.0
49.0	609.0
50.0	20254.0
