#Mapping quality	mapping quality
0.0	9.1365336E7
1.0	3631884.0
2.0	4078534.0
3.0	4293006.0
4.0	4881173.0
5.0	4067595.0
6.0	4282329.0
7.0	4441263.0
8.0	6134698.0
9.0	5102191.0
10.0	3747746.0
11.0	3321732.0
12.0	2644563.0
13.0	2322555.0
14.0	2059935.0
15.0	2045487.0
16.0	2016145.0
17.0	2064570.0
18.0	2066983.0
19.0	1998758.0
20.0	2287665.0
21.0	2400668.0
22.0	3395813.0
23.0	3321111.0
24.0	2844367.0
25.0	2608810.0
26.0	2281255.0
27.0	2290822.0
28.0	2016662.0
29.0	1908899.0
30.0	3250210.0
31.0	1976756.0
32.0	2044514.0
33.0	2380397.0
34.0	2323328.0
35.0	2127011.0
36.0	1834013.0
37.0	1728148.0
38.0	1718073.0
39.0	1636248.0
40.0	1898477.0
41.0	1637917.0
42.0	1654550.0
43.0	1703607.0
44.0	1664316.0
45.0	1795174.0
46.0	1681243.0
47.0	1604315.0
48.0	1661047.0
49.0	1490200.0
50.0	1412910.0
51.0	1426757.0
52.0	1415227.0
53.0	1332142.0
54.0	1583508.0
55.0	1398170.0
56.0	1428988.0
57.0	1387467.0
58.0	1398475.0
59.0	1282739.0
60.0	5.68645581E8
