#Duplication rate	Coverage
1.0	1.0499688E7
2.0	662216.0
3.0	59003.0
4.0	14428.0
5.0	8002.0
6.0	5204.0
7.0	3877.0
8.0	2654.0
9.0	1881.0
10.0	1418.0
11.0	1033.0
12.0	745.0
13.0	541.0
14.0	432.0
15.0	307.0
16.0	247.0
17.0	178.0
18.0	139.0
19.0	117.0
20.0	92.0
21.0	77.0
22.0	65.0
23.0	50.0
24.0	49.0
25.0	40.0
26.0	25.0
27.0	27.0
28.0	29.0
29.0	19.0
30.0	21.0
31.0	11.0
32.0	9.0
33.0	16.0
34.0	16.0
35.0	12.0
36.0	10.0
37.0	10.0
38.0	11.0
39.0	12.0
40.0	7.0
41.0	8.0
42.0	8.0
43.0	6.0
44.0	4.0
45.0	7.0
46.0	5.0
47.0	4.0
48.0	6.0
49.0	9.0
50.0	91.0
