#Duplication rate	Coverage
1.0	1.38191369E8
2.0	1.5243295E7
3.0	2763195.0
4.0	886436.0
5.0	376816.0
6.0	198913.0
7.0	117129.0
8.0	76499.0
9.0	52255.0
10.0	38084.0
11.0	28448.0
12.0	22308.0
13.0	17733.0
14.0	14380.0
15.0	11940.0
16.0	10088.0
17.0	8602.0
18.0	7478.0
19.0	6573.0
20.0	5637.0
21.0	5117.0
22.0	4412.0
23.0	4046.0
24.0	3627.0
25.0	3309.0
26.0	2908.0
27.0	2771.0
28.0	2496.0
29.0	2327.0
30.0	2072.0
31.0	1966.0
32.0	1851.0
33.0	1707.0
34.0	1631.0
35.0	1503.0
36.0	1459.0
37.0	1407.0
38.0	1248.0
39.0	1156.0
40.0	1035.0
41.0	1021.0
42.0	1001.0
43.0	893.0
44.0	861.0
45.0	803.0
46.0	724.0
47.0	723.0
48.0	694.0
49.0	642.0
50.0	22387.0
