#Position (bp)	Coverage	Std
3381345.5	7.148599891463308	5.252802108060069
1.01440355E7	7.169886243491865	4.136593450257605
1.69067255E7	7.193377339490646	4.12705576055463
2.36694155E7	7.27170726441697	4.6421787626979025
3.04321055E7	7.410434161554056	5.229611348574124
3.71947955E7	7.040775046616066	4.159593833755505
4.39574855E7	7.223568727828719	4.677107494942996
5.07201755E7	7.250905482877376	4.63556552695518
5.74828655E7	7.285139493308137	5.264997213844037
6.42455555E7	7.12780047584615	4.543681708310042
7.10082455E7	7.300919308736612	4.881363612625444
7.77709355E7	7.331311061130999	5.128361457218469
8.45336255E7	7.295930317669448	6.855683848009105
9.12963155E7	7.024489663137006	4.779633493860147
9.80590055E7	7.495493065629209	6.679163349463492
1.048216955E8	7.136041870912314	4.500059550202294
1.115843855E8	7.045634059819392	4.192465319918031
1.183470755E8	8.11540422524173	7.311136194610111
1.251097655E8	8.511838780130391	8.140133006444046
1.318724555E8	7.203898744434537	4.7995580388968495
1.386351455E8	7.241336509584204	4.554892217660074
1.453978355E8	7.253661338905081	4.768143057472511
1.521605255E8	7.298419268072321	4.861907641585641
1.589232155E8	7.162002842064327	4.582505285829524
1.656859055E8	6.973062642232603	5.318270326578373
1.724485955E8	7.153349480753961	4.915866612144511
1.792112855E8	6.86340272879579	5.179022064122815
1.859739755E8	6.584481323260419	4.504208051797842
1.927366655E8	6.641396988476479	4.70120794234486
1.994993555E8	6.665962361131443	4.899103102039921
2.05937114E8	6.941885153955772	6.349307218468982
2.09318459E8	6.808410388035632	5.4551174122482955
2.130247355E8	6.954129200066837	5.239202019706833
2.197874255E8	6.859896431745356	5.151463756377883
2.265501155E8	6.925709444023014	5.0476066196355935
2.333128055E8	6.616502752602885	4.837288697224199
2.400754955E8	7.13988294598747	4.5273556784019995
2.468381855E8	7.3651651931406	5.176792834612935
2.536008755E8	7.159710706834115	4.702790518034047
2.603635655E8	7.0673933005948815	4.510756863325847
2.671262555E8	7.14049098805357	4.441776657706065
2.738889455E8	7.330787009311384	4.690222327924507
2.806516355E8	7.6429564271022326	8.266507221156063
2.874143255E8	7.00863990512651	5.883145371135072
2.941770155E8	6.992155784162811	5.326319162823911
3.009397055E8	8.058519760627798	347.37820856427095
3.077023955E8	7.115567917500285	4.459658784793586
3.144650855E8	7.1214728162905585	4.363963698908514
3.212277755E8	7.121538470638163	4.52464012314765
3.279904655E8	18.67015847244218	22.191724324519388
3.347531555E8	8.11791520829729	6.862520924183837
3.415158455E8	7.283000847295972	4.889996695615049
3.482785355E8	7.1840734973804805	5.68107136066839
3.550412255E8	7.157467516624302	4.919750294233445
3.618039155E8	7.200172416597537	6.782731743356194
3.685666055E8	7.1636819076432605	4.506330444253106
3.753292955E8	6.932450844264634	5.653843885303998
3.820919855E8	6.962068644282083	5.425424753927587
3.888546755E8	7.256780216156589	4.580664971648939
3.956173655E8	7.019079685746353	4.69495216262427
4.023800555E8	6.92678845252407	4.997964626263978
4.07291275E8	6.991003837242859	5.721769014317504
4.1067262E8	7.063875983981381	5.501556693270309
4.159054355E8	6.899480532155104	5.0082295653324005
4.226681255E8	6.822818730416447	5.210805338667076
4.294308155E8	6.880412676020932	5.895886197884067
4.361935055E8	6.829221212269082	4.964418018733517
4.429561955E8	6.709119448030296	4.740402479165319
4.497188855E8	7.68251036200092	9.158781192297157
4.564815755E8	7.155740541116035	4.306104954234547
4.632442655E8	9.042480580952255	7.722182608345112
4.700069555E8	7.132315690945467	5.1910920570575145
4.767696455E8	6.884999312403792	5.231350472447673
4.835323355E8	7.1046635288620354	4.176888107224345
4.902950255E8	7.213284210868752	5.134487835109301
4.970577155E8	7.2454963927076355	4.719909618266006
5.038204055E8	7.253261645883517	4.37087077943004
5.105830955E8	7.272289281336273	5.172572333022809
5.173457855E8	7.1972638107025455	4.562048096436252
5.241084755E8	7.299010748681368	4.685120734104071
5.308711655E8	7.015268184701649	4.090212298627396
5.376338555E8	7.414658220323569	6.7002875229276775
5.443965455E8	7.304776945268821	5.2904778278189175
5.511592355E8	7.265757413100408	4.620649455815526
5.579219255E8	7.1663194675491555	4.65189115253485
5.646846155E8	7.314665761701335	4.853610338587355
5.714473055E8	7.1143629236295025	4.206244639010079
5.782099955E8	7.18949367781164	4.221531534292021
5.849726855E8	7.138274858081622	6.305637349855758
5.903608885E8	6.895885757736721	6.142286932019556
5.937422335E8	6.907389447844905	9.799402375513928
5.984980655E8	12.66577841066203	25.35039000518274
6.052607555E8	7.061898593606982	4.341132085177435
6.120234455E8	7.0764192946889475	4.116504077080492
6.187861355E8	7.1015343006998695	4.183973647069596
6.255488255E8	7.136833863447829	4.281650032101298
6.323115155E8	7.2076553856527505	4.822239096766502
6.390742055E8	7.128729100402355	4.122295975089105
6.458368955E8	7.127622292312674	4.798128529388505
6.525995855E8	7.426438296003513	5.896421210049045
6.593622755E8	7.080490159980718	6.026307807215994
6.661249655E8	7.306883947068401	5.585207569229771
6.728876555E8	7.261492985779327	5.037177687313788
6.796503455E8	7.183790621779203	4.945977556272976
6.864130355E8	7.388998017061258	6.2722216950173015
6.931757255E8	7.271523609687861	8.053919187252442
6.999384155E8	7.012233001956322	4.572654850909349
7.067011055E8	6.890018173241713	5.668270091617514
7.134637955E8	7.196031460853595	4.945658664027264
7.202264855E8	7.294382412915571	4.757165626268898
7.269891755E8	7.477303558199474	5.205835980944837
7.337518655E8	7.23690646769259	4.838162244329553
7.405145555E8	7.109336077803359	4.137288828746244
7.472772455E8	7.0368031064561585	3.9973578152464566
7.540399355E8	7.000501575556473	5.308109786823139
7.608026255E8	6.691616797457816	4.84718911100557
7.668320365E8	6.819415188292135	6.080615767589713
7.702133815E8	7.253621745611152	10.320704747392645
7.743280055E8	7.342088133568151	4.6162921493623825
7.810906955E8	7.2185117164915145	4.517647700001874
7.878533855E8	7.186385890821552	4.621099446418625
7.946160755E8	7.173868830302735	4.3749138072235185
8.013787655E8	7.348664806460151	5.1164508141980205
8.081414555E8	7.091609108209899	4.679828422358843
8.149041455E8	7.214189324070747	4.640105712824793
8.216668355E8	7.183038110574342	4.3640417169686225
8.284295255E8	7.177049517277888	4.33597131305737
8.351922155E8	7.9324586813827045	8.211973324813599
8.419549055E8	7.145347339594156	5.0908767336483
8.487175955E8	12.862009200480873	34.86019425247352
8.554802855E8	9.614027110513716	9.407793055047783
8.622429755E8	7.889063375668558	7.91014008106206
8.690056655E8	23.4628346116708	155.9528220605702
8.757683555E8	18.55402155059599	18.720964317248665
8.825310455E8	7.317377996034122	5.742971034167183
8.892937355E8	8.932181720587518	12.352557963411593
8.960564255E8	6.881403258170935	5.062833554751966
9.028191155E8	8.867259921717542	10.449278023981243
9.095818055E8	7.091070565115361	5.524201404236647
9.163444955E8	7.034835546210162	4.460012840747038
9.231071855E8	6.930014387765815	5.183702465068105
9.298698755E8	7.0660651308872655	3.9998949923297986
9.366325655E8	7.066409224731578	3.8216640176312997
9.426997425E8	7.184573904845872	4.846913056460443
9.460810875E8	7.679996635576905	10.066365309799856
9.501579455E8	7.131546026802944	4.193270713899807
9.569206355E8	7.081402223079869	3.9114624310332617
9.636833255E8	7.117910328582266	4.1700534892732115
9.704460155E8	7.143345621342986	4.227516120101466
9.772087055E8	7.247561251513821	5.327803787557529
9.839713955E8	7.200598282636052	4.924313179601948
9.907340855E8	7.160355124957672	4.4043801466905474
9.974967755E8	7.028643483584195	4.086603929028542
1.0042594655E9	7.182826064775999	5.172886212637651
1.0110221555E9	7.0570488962232485	4.373893955692971
1.0177848455E9	7.205890555385505	4.557585984201091
1.0245475355E9	7.160557115585662	4.325499667438758
1.0313102255E9	7.852025451410607	7.494672253613531
1.0380729155E9	7.213892992285614	12.91678911330487
1.0448356055E9	6.895796643051804	5.2739629578298555
1.0515982955E9	7.062518761025569	4.2453016362558715
1.0583609855E9	7.211556939620181	4.618262448044716
1.0651236755E9	7.086362527337495	4.5683088326467285
1.0718863655E9	7.100555400291896	4.87501854013297
1.0786490555E9	7.707987502014731	15.137872103849684
1.0854117455E9	7.184301956765725	5.67148960861593
1.0921744355E9	7.656721215965836	6.915427651898822
1.0989371255E9	7.143012174149636	4.176271801609801
1.104984942E9	7.676457633243033	8.08418392050464
1.108366287E9	7.6171672330838955	15.738121043225812
1.1124625055E9	7.074106457637419	4.101659634592201
1.1192251955E9	7.171581870527852	4.455924275173715
1.1259878855E9	7.080660210655819	3.894106126624591
1.1327505755E9	7.149736273583441	4.272408954636315
1.1395132655E9	7.181058129235556	4.377104720561229
1.1462759555E9	7.264255791704189	4.61529670441482
1.1530386455E9	7.182803736383008	4.44450907247298
1.1598013355E9	7.02806131879474	4.211787008595349
1.1665640255E9	7.087853502082751	4.383513949489133
1.1733267155E9	7.300663936983656	5.0289446399464
1.1800894055E9	7.199098731421964	4.48730460045102
1.1868520955E9	7.16465400602423	4.5081535259632215
1.1936147855E9	7.202107593280189	4.988551428731493
1.2003774755E9	7.092097966933276	4.18588426080552
1.2071401655E9	7.217953654536878	4.778043224837869
1.2139028555E9	7.137896606232135	4.524851891628155
1.2206655455E9	6.809780723351211	4.784903785390545
1.2274282355E9	6.7074575353890245	4.832019540080596
1.2341909255E9	12.187371149646072	35.06162214636942
1.2409536155E9	8.655822904790845	11.2734592062189
1.2477163055E9	7.126967079668002	4.46027395910463
1.2544789955E9	6.92483834095604	4.998979902416805
1.2602528435E9	7.682839687139368	8.186306887790243
1.2636341885E9	6.766947095693751	7.465326321148487
1.2680043755E9	6.9695943478113	5.3414756459552954
1.2747670655E9	7.2163482282937705	4.748664278164108
1.2815297555E9	7.103742002073139	4.0934574241805155
1.2882924455E9	6.931079200732253	5.038411740141428
1.2950551355E9	7.304595212851691	4.795896056469256
1.3018178255E9	7.28179126945047	4.839520057147891
1.3085805155E9	7.286790611428293	4.8578801153187685
1.3153432055E9	7.15808324793832	4.643122744014947
1.3221058955E9	7.2946478398388805	4.638420219322082
1.3288685855E9	8.274301794108558	10.915934839808047
1.3356312755E9	7.257175029463128	4.835219372929523
1.3423939655E9	7.185781397639105	4.355704361688664
1.3491566555E9	7.0138230497035945	3.7899377217888004
1.3559193455E9	7.153056697852482	4.579413865327196
1.3626820355E9	7.083818421367829	4.079547814546224
1.3694447255E9	7.253381568577002	4.628012520173139
1.3762074155E9	7.991138585385402	7.083398777316016
1.3829701055E9	14.783028942624902	24.45770383207531
1.3897327955E9	9.122704722529052	10.427120115585677
1.3964954855E9	7.119216317767043	4.929457346948684
1.4032581755E9	8.834231200897868	10.79169121401178
1.408757431E9	6.668456481045824	4.9739957768452685
1.412138776E9	7.291202274435279	12.47913331485513
1.4167835555E9	7.0046939901134015	5.2783094321410156
1.4235462455E9	6.999351737252484	5.415216069273198
1.4303089355E9	7.031740032442712	3.961474534127529
1.4370716255E9	6.925947514968156	5.515003231488073
1.4438343155E9	7.421984447017385	8.256880162954365
1.4505970055E9	7.13581932633316	4.321502232090176
1.4573596955E9	7.131892782309998	4.462486370115209
1.4641223855E9	6.947323624179136	5.433260995771205
1.4708850755E9	7.252126446724602	4.794991418477555
1.4776477655E9	6.8962565192253376	5.250368365072978
1.4844104555E9	7.138006178014962	4.238301005691115
1.4911731455E9	7.118189359559583	4.22430190453937
1.4979358355E9	11.23256751381477	13.783810167570772
1.5046985255E9	7.756516711545258	6.699298207918512
1.5114612155E9	7.433578797786088	5.827333439188298
1.5182239055E9	7.234395780377335	4.621684893417378
1.5249865955E9	7.250674953309999	4.384582421021701
1.5317492855E9	7.506649277136761	6.25255085323947
1.5385119755E9	7.073389435269101	3.871435968086072
1.5452746655E9	6.991050750514958	5.253228180051726
1.5504776755E9	6.936299758737199	5.336307638215684
1.5538590205E9	7.0454859330119	4.573171797258267
1.5588000455E9	7.101842166356879	4.15349176696105
1.5655627355E9	7.055078230704054	3.9942237734586317
1.5723254255E9	7.142676804644306	4.657240199202302
1.5790881155E9	6.8836096287128345	5.053308503142655
1.5858508055E9	7.088602020793501	4.466784145750696
1.5926134955E9	7.313623868608498	6.765083481582119
1.5993761855E9	7.06834173975149	4.150325470375787
1.6061388755E9	7.067181106926386	4.515244097788724
1.6129015655E9	7.1091695760119125	4.302140659633778
1.6196642555E9	7.545751468720288	5.624037417262784
1.6264269455E9	7.198603514282039	4.676532922857273
1.6331896355E9	7.203950646857981	4.736430433040932
1.6399523255E9	7.200733731695523	4.763356107025947
1.6467150155E9	8.061424226158525	7.835099926036549
1.6534777055E9	7.044360010587503	3.947893192076088
1.6602403955E9	7.0667880680616735	4.3035125945953965
1.6670030855E9	7.199792833916681	4.386916347257214
1.6737657755E9	7.3170031451981385	4.902668708241913
1.6805284655E9	7.218531383221765	4.287562327543645
1.6872911555E9	7.0625192046360254	4.133582291472093
1.691973483E9	6.982646576721824	7.697240830080741
1.695354828E9	7.312048981848116	6.785156030350366
1.7008165355E9	6.807019987608482	5.53453738291809
1.7075792255E9	6.901333936643555	6.352389603301534
1.7143419155E9	22.37262642528343	67.45956263654465
1.7211046055E9	20.97826634076085	17.52369984646376
1.7278672955E9	8.351960980024222	10.037855253814266
1.7346299855E9	7.046295926620916	4.028964738883155
1.7413926755E9	7.1165440083753655	4.220495097763112
1.7481553655E9	7.174826141668478	4.628467082313749
1.7549180555E9	7.040255874511474	3.9954855459584278
1.7616807455E9	7.274659344136727	5.417736179257505
1.7684434355E9	7.383235517227612	6.11912580828165
1.7752061255E9	7.038728671578913	4.0531066607302
1.7819688155E9	7.133758460021086	4.330239854777242
1.7887315055E9	7.206324258542089	4.529422270365327
1.7954941955E9	7.12615039281706	4.440260204144937
1.8022568855E9	8.26477880843274	96.98073896304138
1.8090195755E9	6.894720739823946	5.015891164962748
1.8157822655E9	7.240580597365841	5.099038595374658
1.8225449555E9	7.430705532857488	5.714707348093086
1.8272135585E9	7.266185178107263	5.545286605163163
1.8305949035E9	5.9624752935288745	5.04863128798841
1.8360703355E9	6.781298861843438	8.03576146580112
1.8428330255E9	6.968608645376322	5.4053706102576315
1.8495957155E9	7.150059369866133	8.250921330833943
1.8563584055E9	7.0676605019600185	4.520810370684318
1.8631210955E9	6.780830704941377	5.051119535155417
1.8698837855E9	6.851267764750418	5.559930245488267
1.8766464755E9	7.254337992721831	6.5159904884129904
1.8834091655E9	6.863424022097716	5.525287985590697
1.8901718555E9	7.075812583454217	5.47772652703299
1.8969345455E9	7.2042679762047355	5.6639548272343845
1.9036972355E9	7.044544552537526	5.023726902109189
1.9104599255E9	7.088232493282998	4.689527366957083
1.9172226155E9	7.016634652778702	4.098832707343924
1.9239853055E9	7.094323560594971	5.440413466417991
1.9307479955E9	6.877415939515193	5.281571952041726
1.9375106855E9	7.009416075555733	5.504166243100099
