#Mapping quality	mapping quality
0.0	3.9067627E7
1.0	6256379.0
2.0	5485099.0
3.0	5201320.0
4.0	4743970.0
5.0	4535508.0
6.0	4501185.0
7.0	4127280.0
8.0	4191846.0
9.0	4108834.0
10.0	4186238.0
11.0	3845203.0
12.0	3962657.0
13.0	4391192.0
14.0	3793351.0
15.0	4170235.0
16.0	4092170.0
17.0	4006247.0
18.0	4097895.0
19.0	4006431.0
20.0	5361848.0
21.0	4431558.0
22.0	4491991.0
23.0	4515380.0
24.0	4873954.0
25.0	4978337.0
26.0	5038618.0
27.0	5317474.0
28.0	5153786.0
29.0	5166200.0
30.0	7321762.0
31.0	5694976.0
32.0	5914211.0
33.0	6317670.0
34.0	6229354.0
35.0	6362965.0
36.0	7100694.0
37.0	6818565.0
38.0	6805716.0
39.0	6840977.0
40.0	1.1145714E7
41.0	7541871.0
42.0	8302610.0
43.0	8065123.0
44.0	8264264.0
45.0	1.0735766E7
46.0	9371807.0
47.0	8893115.0
48.0	1.171882E7
49.0	9507595.0
50.0	1.3380261E7
51.0	1.2138621E7
52.0	1.2521517E7
53.0	1.3971182E7
54.0	1.3548699E7
55.0	1.5674982E7
56.0	1.7972888E7
57.0	2.0344139E7
58.0	2.3073268E7
59.0	2.367555E7
60.0	2.176189948E9
